,t_x,t_y,t_z,r_x,r_y,r_z,t_x_2,t_y_2,t_z_2,t_x_3,t_y_3,t_z_3,t_x_s1,t_y_s1,t_z_s1,t_x_s2,t_y_s2,t_z_s2
0,0.0,-1.4210855e-14,0.0,0.0,0.0,1.2325952e-32,0.0,2.0194839983102503e-28,0.0,0.0,-2.8698594274807217e-42,0.0,-0.01227721,-0.33164566,-0.020781746,0.005476550300000001,0.025515263,0.002545716
1,0.005476550300000001,0.025515263,0.002545716,0.00022034112999999998,-1.031941e-05,0.00016395055,2.99926031884301e-05,0.000651028645959169,6.480669952656e-06,1.6425599998937782e-07,1.6611167122182084e-05,1.649794518919562e-08,0.0,-1.4210855e-14,0.0,0.008827416999999999,0.044834081,0.01288235
2,0.008827416999999999,0.044834081,0.01288235,0.00017466539,-0.00011825492,7.8267487e-06,7.792329089188898e-05,0.002010094819114561,0.00016595494152250002,6.878613827150058e-07,9.012075393786256e-05,2.1378896409223782e-06,0.005476550300000001,0.025515263,0.002545716,0.0075557425,-0.013772591,0.041352257
3,0.0075557425,-0.013772591,0.041352257,0.0008271252199999999,6.2721927e-05,-0.00025170689999999996,5.7089244726306245e-05,0.00018968426285328102,0.0017100091589940492,4.313516326714529e-07,-2.6124437714147326e-06,7.071273821507579e-05,0.008827416999999999,0.044834081,0.01288235,0.017177833,-0.10358826,0.035754136
4,0.017177833,-0.10358826,0.035754136,0.00093981129,0.00020469863000000001,0.00018868234,0.000295077946575889,0.0107305276098276,0.001278358241106496,5.068799688263543e-06,-0.001111556683984,4.570659440924245e-05,0.0075557425,-0.013772591,0.041352257,0.016878603,-0.1360222,0.0082170523
5,0.016878603,-0.1360222,0.0082170523,0.0013457258,0.00020380787000000002,0.00012435895,0.00028488723923160897,0.018502038892840002,6.751994850093528e-05,4.808498610756353e-06,-0.0025166880346896613,5.548149481254917e-07,0.017177833,-0.10358826,0.035754136,0.012815084,-0.13831037,-0.0026607
6,0.012815084,-0.13831037,-0.0026607,0.00076260512,0.00023615537,-0.00047998070999999995,0.00016422637792705598,0.019129758449536897,7.079324489999999e-06,2.1045748281509683e-06,-0.0026458439691660744,-1.8835958670542996e-08,0.016878603,-0.1360222,0.0082170523,0.024219301000000002,-0.20513123,0.059572152
7,0.024219301000000002,-0.20513123,0.059572152,0.0008327935400000001,0.00053157033,-0.00064548744,0.0005865745409286011,0.0420788215213129,0.0035488412939111043,1.4206425365686612e-05,-0.008631680415617385,0.00021141211298474899,0.012815084,-0.13831037,-0.0026607,0.042577883,-0.26445706,0.051211887000000005
8,0.042577883,-0.26445706,0.051211887000000005,0.0011828981,0.00090484041,-0.00014162811000000003,0.0018128761207616888,0.06993753658384361,0.0026226573701007695,7.718842736328505e-05,-0.018495475308605725,0.0001343112328773178,0.024219301000000002,-0.20513123,0.059572152,0.034293395,-0.2528136,-0.0062053520999999995
9,0.034293395,-0.2528136,-0.0062053520999999995,0.0019796276,0.00069414733,-0.00012663298999999998,0.0011760369406260249,0.06391471634496002,3.850639468497441e-05,4.0330299339479814e-05,-0.016158509532148185,-2.389457371218348e-07,0.042577883,-0.26445706,0.051211887000000005,0.034684584,-0.23192181,-0.002993315
10,0.034684584,-0.23192181,-0.002993315,0.0016898551000000001,0.00073517138,-0.00039697582,0.0012030203672530558,0.053787725953676105,8.959934689224999e-06,4.172626098169946e-05,-0.012474546758960538,-2.6819906904277526e-08,0.034293395,-0.2528136,-0.0062053520999999995,0.032158462,-0.2851364,0.033110632
11,0.032158462,-0.2851364,0.033110632,0.0018862717000000002,0.00034633253,-0.00058246914,0.0010341666782054438,0.08130276660496001,0.001096313951439424,3.325720982273599e-05,-0.023182378179778522,3.629964780257664e-05,0.034684584,-0.23192181,-0.002993315,0.037426581,-0.3443873,0.00018668978
12,0.037426581,-0.3443873,0.00018668978,0.0024246407000000003,0.0008787590800000001,-0.00027108198,0.001400748965349561,0.11860261240129001,3.48530739564484e-08,5.2425244612321535e-05,-0.040845233457826785,6.506712709253082e-12,0.032158462,-0.2851364,0.033110632,0.032379768999999996,-0.25786761,-0.0076431025
13,0.032379768999999996,-0.25786761,-0.0076431025,0.0018198032000000001,0.00049246597,1.2264888e-05,0.0010484494404933607,0.06649570428711211,5.8417015825506256e-05,3.394855069135426e-05,-0.017147088339784355,-4.4648723969846645e-07,0.037426581,-0.3443873,0.00018668978,0.0170549,-0.22127782,0.0048369178
14,0.0170549,-0.22127782,0.0048369178,0.0013987067000000002,0.0005586137,-0.00037105800999999997,0.00029086961401000004,0.048963873623952395,2.339577380395684e-05,4.96075217997915e-06,-0.010834619214263685,1.1316343475713254e-07,0.032379768999999996,-0.25786761,-0.0076431025,0.015970798,-0.1527307,0.032845967999999996
15,0.015970798,-0.1527307,0.032845967999999996,0.001424541,0.0003219177,-0.00089496454,0.00025506638875680407,0.023326666722489998,0.0010788576138570237,4.073613771424389e-06,-0.003562698137192603,3.543612266130415e-05,0.0170549,-0.22127782,0.0048369178,0.034823774,-0.20966508,0.022954863
16,0.034823774,-0.20966508,0.022954863,0.0009113446499999999,0.0011524369,-0.0006012499,0.001212695235603076,0.043959445771406404,0.000526925735348769,4.2230624815518274e-05,-0.009216760714417585,1.209550806610525e-05,0.015970798,-0.1527307,0.032845967999999996,0.024900307000000003,-0.20047198,-0.0046908076
17,0.024900307000000003,-0.20047198,-0.0046908076,-0.0010042275999999999,0.0015325334,-0.0005679208900000001,0.0006200252886942491,0.0401890147651204,2.200367594021776e-05,1.5438820036250435e-05,-0.008056771364212921,-1.0321501032831063e-07,0.034823774,-0.20966508,0.022954863,0.032866402,-0.11866495,0.030396443999999998
18,0.032866402,-0.11866495,0.030396443999999998,0.00017757479,0.0016892947,-0.00011641096000000002,0.0010802003804256041,0.014081370358502501,0.0009239438078451359,3.550229994362084e-05,-0.0016709651095231815,2.8084606214311433e-05,0.024900307000000003,-0.20047198,-0.0046908076,0.0018228741,-0.03908806,0.031159871000000002
19,0.0018228741,-0.03908806,0.031159871000000002,-0.0011266847,0.0012486901,-0.0010327849,3.32286998445081e-06,0.0015278764345636,0.0009709375607366411,6.057173632322784e-09,-5.9721725746808075e-05,3.0254289141608404e-05,0.032866402,-0.11866495,0.030396443999999998,0.033131698,-0.10158299,0.068821007
20,0.033131698,-0.10158299,0.068821007,0.00061325323,0.0017245616,-0.00018237580000000003,0.001097709412363204,0.0103191038573401,0.004736331004494049,3.6368976742175145e-05,-0.0010482454239491407,0.000325959069214602,0.0018228741,-0.03908806,0.031159871000000002,0.019039903,-0.12633497,0.055163928
21,0.019039903,-0.12633497,0.055163928,0.00012673448000000002,0.0014815919,-4.3766502e-05,0.00036251790624940904,0.015960524644900897,0.003043058952389184,6.902305770751842e-06,-0.002016372402197815,0.00016786708494935239,0.033131698,-0.10158299,0.068821007,0.030769199,-0.0817768,0.068046287
22,0.030769199,-0.0817768,0.068046287,0.0006999803,0.0015006048999999999,0.00022820096,0.0009467436071016011,0.006687445018239999,0.004630297174486368,2.9130542448886977e-05,-0.0005468778537676088,0.00031507453043038845,0.019039903,-0.12633497,0.055163928,0.022857615,-0.027366846,0.075996548
23,0.022857615,-0.027366846,0.075996548,0.0006551705,0.0015550035999999999,1.4767762e-05,0.0005224705634882251,0.000748944259987716,0.005775475307916304,1.1942430989046906e-05,-2.0496242225667785e-05,0.00043891618646087617,0.030769199,-0.0817768,0.068046287,0.023438523,-0.040185636000000004,0.11432506
