,t_x,t_y,t_z,r_x,r_y,r_z,t_x_2,t_y_2,t_z_2,t_x_3,t_y_3,t_z_3,t_x_s1,t_y_s1,t_z_s1,t_x_s2,t_y_s2,t_z_s2
0,0.0,0.0,-7.105427399999999e-15,0.0,0.0,0.0,0.0,0.0,5.048709853667074e-29,0.0,0.0,-3.587324132889601e-43,-2.6465607,-2.375676,5.135341700000001,0.0012132517999999999,-0.069453654,0.11598733
1,0.0012132517999999999,-0.069453654,0.11598733,-0.0017551976,-0.00029194683999999996,-9.0178705e-05,1.4719799302032397e-06,0.004823810053951717,0.0134530607205289,1.7858822998829547e-09,-0.0003350312344488839,0.0015603845933020233,0.0,0.0,-7.105427399999999e-15,-0.0068230007,-0.10656264,0.26742438
2,-0.0068230007,-0.10656264,0.26742438,-0.0038257243,-0.0026110938,-0.0002746292,4.655333855220049e-05,0.0113555962437696,0.07151579901838441,-3.176334615290009e-07,-0.0012100823145101722,0.01912506821269606,0.0012132517999999999,-0.069453654,0.11598733,0.043046449,-0.13274112,0.33120723
3,0.043046449,-0.13274112,0.33120723,-0.0045358197,-0.0029377413,0.00031082941000000003,0.001852996771509601,0.017620204938854397,0.10969822920427291,7.976493102195269e-05,-0.002338925738213064,0.03633284663065234,-0.0068230007,-0.10656264,0.26742438,-0.07108226200000001,-0.17472331,0.31912089
4,-0.07108226200000001,-0.17472331,0.31912089,-0.0041288094,-0.0026911395,-0.0013325229000000001,0.005052687971036645,0.030528235057356096,0.1018381424343921,-0.0003591564901614753,-0.005333994277679297,0.03249867864960997,0.043046449,-0.13274112,0.33120723,-0.064179368,-0.20187914,0.42437425
5,-0.064179368,-0.20187914,0.42437425,-0.0053186768999999995,-0.0028872309,-0.0009092141900000001,0.004118991276879424,0.040755187167139606,0.18009350406306252,-0.0002643542569476344,-0.00822762213584118,0.07642704571663411,-0.07108226200000001,-0.17472331,0.31912089,-0.062868013,-0.18356082,0.43265257
6,-0.062868013,-0.18356082,0.43265257,-0.0057825028,-0.0039803474,-0.0010246311999999999,0.003952387058568169,0.033694574639072404,0.18718824632760492,-0.00024847872097909544,-0.006185003750299335,0.08098747584743134,-0.064179368,-0.20187914,0.42437425,-0.1294054,-0.16980605,0.44971162
7,-0.1294054,-0.16980605,0.44971162,-0.0060983622,-0.0047438861,-0.0025314558,0.016745757549160002,0.028834094616602496,0.20224054116302437,-0.00216699145395207,-0.0048962037121715336,0.09094992139610036,-0.062868013,-0.18356082,0.43265257,-0.14746149,-0.15618626,0.38642978
8,-0.14746149,-0.15618626,0.38642978,-0.0050510597999999995,-0.0042430528,-0.0023786831,0.0217448910330201,0.0243941478127876,0.1493279748708484,-0.003206534031616783,-0.003810030712766475,0.057704776477187476,-0.1294054,-0.16980605,0.44971162,-0.17658652,-0.15014023,0.39299294
9,-0.17658652,-0.15014023,0.39299294,-0.0048441657,-0.0044119273,-0.0026413519,0.031182799045710398,0.022542088664452904,0.1544434508898436,-0.00550646196734132,-0.0033844743767613523,0.06069518582894525,-0.14746149,-0.15618626,0.38642978,-0.19747261,-0.1697587,0.44952917
10,-0.19747261,-0.1697587,0.44952917,-0.0056378648,-0.004900348499999999,-0.0029177926,0.0389954317002121,0.028818016225690003,0.20207647468088888,-0.007700529675917621,-0.004892108971052042,0.090839269939826,-0.17658652,-0.15014023,0.39299294,-0.26433466,-0.17349642,0.46672702
11,-0.26433466,-0.17349642,0.46672702,-0.0065909866,-0.0056159976,-0.004431786,0.0698728124773156,0.030101007752816406,0.21783411119808038,-0.018469806129434975,-0.0052224170835058915,0.10166906557382868,-0.19747261,-0.1697587,0.44952917,-0.22866785,-0.11429442,0.36279076
12,-0.22866785,-0.11429442,0.36279076,-0.005128219,-0.005224724,-0.0035066696000000002,0.052288985623622504,0.0130632144431364,0.1316171355413776,-0.011956809921234667,-0.0014930525181138976,0.04774948063207939,-0.26433466,-0.17349642,0.46672702,-0.32344235,-0.10641739,0.3852478
