,t_x,t_y,t_z,r_x,r_y,r_z,t_x_2,t_y_2,t_z_2,t_x_3,t_y_3,t_z_3,t_x_s1,t_y_s1,t_z_s1,t_x_s2,t_y_s2,t_z_s2
0,-1.4210855e-14,-1.4210855e-14,-7.105427399999999e-15,0.0,1.9782432999999996e-67,-1.2325952e-32,2.0194839983102503e-28,2.0194839983102503e-28,5.048709853667074e-29,-2.8698594274807217e-42,-2.8698594274807217e-42,-3.587324132889601e-43,0.66027702,-0.63176538,0.19980219,0.0066049339,0.088146183,-0.16566472
1,0.0066049339,0.088146183,-0.16566472,0.0035147973999999998,-9.635704100000001e-05,-3.9354605000000005e-05,4.3625151823369215e-05,0.007769749577469489,0.027444799452678397,2.8814124417081817e-07,0.0006848737681197982,-0.0045466350167841195,-1.4210855e-14,-1.4210855e-14,-7.105427399999999e-15,0.014967678,0.08619209900000001,-0.052029123
2,0.014967678,0.08619209900000001,-0.052029123,0.0027613065000000004,6.0409686e-05,-4.6975985e-05,0.000224031384711684,0.007429077930025802,0.0027070296401491287,3.353229628258609e-06,0.0006403278204234991,-0.00014084437811196475,0.0066049339,0.088146183,-0.16566472,-0.0066137368000000005,0.096125074,-0.015104893000000001
3,-0.0066137368000000005,0.096125074,-0.015104893000000001,0.0013896486999999999,-0.00034892279000000003,-0.00033565129,4.374151445967425e-05,0.009240029851505478,0.00022815779254144904,-2.892948638696797e-07,0.0008881985532381731,-3.4462990434547863e-06,0.014967678,0.08619209900000001,-0.052029123,0.010559106,0.071748085,0.063516432
4,0.010559106,0.071748085,0.063516432,0.00098155439,-0.00053393168,-3.8312582999999997e-05,0.00011149471951923601,0.005147787701167226,0.004034337134010624,1.1772845618438821e-06,0.00036934390954530073,0.00025624670023746064,-0.0066137368000000005,0.096125074,-0.015104893000000001,0.024392525,0.059322777,0.08670622300000001
5,0.024392525,0.059322777,0.08670622300000001,0.00059156027,-0.0005110550599999999,0.00017166263,0.000594995275875625,0.003519191870991729,0.0075179691069257315,1.4513437141678082e-05,0.0002087682345830551,0.0006518547058922134,0.010559106,0.071748085,0.063516432,0.057859293,0.032908382,0.16737658
6,0.057859293,0.032908382,0.16737658,0.00020034326,-0.0006623247,0.00058297756,0.003347697786459849,0.001082961605857924,0.0280149195324964,0.00019369542710223183,3.5638514216906e-05,0.004689041420324446,0.024392525,0.059322777,0.08670622300000001,0.064557815,0.030983463,0.1570302
7,0.064557815,0.030983463,0.1570302,8.2188256e-05,-0.00062909919,0.0007166087400000001,0.004167711477574226,0.0009599749794723689,0.024658483712040002,0.00026905834654261353,2.9743349257407903e-05,0.0038721266289983842,0.057859293,0.032908382,0.16737658,0.08578379800000001,0.029498157999999997,0.09533054699999999
8,0.08578379800000001,0.029498157999999997,0.09533054699999999,0.00015712451000000002,-0.0008165291,0.0011417697,0.007358859999304805,0.0008701413253929638,0.009087913191319207,0.0006312709596906437,2.5667566298771057e-05,0.0008663557356169755,0.064557815,0.030983463,0.1570302,0.11040347,0.032599953,0.17179707
9,0.11040347,0.032599953,0.17179707,-0.00035088437999999993,-0.00035094729,0.0013859807,0.012188926188040902,0.001062756935602209,0.029514233260584898,0.001345699746733588,3.464582615105604e-05,0.005070458797465032,0.08578379800000001,0.029498157999999997,0.09533054699999999,0.11976975,-0.0032204177000000004,0.25467148
