,t_x,t_y,t_z,r_x,r_y,r_z,t_x_2,t_y_2,t_z_2,t_x_3,t_y_3,t_z_3,t_x_s1,t_y_s1,t_z_s1,t_x_s2,t_y_s2,t_z_s2
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32342733,-0.40785261,-1.1598285,0.0039777766999999995,-0.01610882,0.069188835
1,0.0039777766999999995,-0.01610882,0.069188835,-0.00057686638,-6.269127900000001e-05,-0.00025588967999999997,1.5822707475062887e-05,0.0002594940817924,0.0047870948886572255,6.293919712522098e-08,-4.180143454659049e-06,0.00033121351838064816,0.0,0.0,0.0,0.005663965799999999,-0.13710916,0.37453915
2,0.005663965799999999,-0.13710916,0.37453915,-0.0024369968,-9.7630435e-06,-1.6679564e-05,3.208050858356963e-05,0.0187989217559056,0.1402795748827225,1.8170290346394481e-07,-0.0025775043708579424,0.05254019273893623,0.0039777766999999995,-0.01610882,0.069188835,0.0024209984,-0.20674794,0.38698139
3,0.0024209984,-0.20674794,0.38698139,-0.0028490028000000005,0.0009557968400000001,-0.0010002435,5.861233252802559e-06,0.0427447106942436,0.14975459620633208,1.4190036327061791e-08,-0.008837380881930833,0.05795224179881511,0.005663965799999999,-0.13710916,0.37453915,0.00030653151,-0.17117956,0.48237845
4,0.00030653151,-0.17117956,0.48237845,-0.0016973153,0.0015592421,-0.0013754313,9.39615666228801e-08,0.029302441761793602,0.2326889690244025,2.8802180898877037e-11,-0.005015979087709454,0.1122441442100893,0.0024209984,-0.20674794,0.38698139,-0.018844047,-0.20147054,0.551902
5,-0.018844047,-0.20147054,0.551902,-0.0019157045,0.0014388669,-0.001255127,0.000355098107338209,0.0405903784878916,0.304595817604,-6.691485424292255e-06,-0.008177765472759904,0.16810704092728282,0.00030653151,-0.17117956,0.48237845,-0.008863469799999999,-0.23249221,0.70798985
6,-0.008863469799999999,-0.23249221,0.70798985,-0.0021947376,0.0017998937,-0.0013714603,7.856109689551202e-05,0.0540526277106841,0.5012496277030225,-6.963239097882445e-07,-0.012566814872764188,0.35487964873001876,-0.018844047,-0.20147054,0.551902,-0.086297586,-0.30435624,0.62640188
7,-0.086297586,-0.30435624,0.62640188,-0.0025565466,0.0009362763499999999,-0.0027903401,0.007447273349427395,0.0926327208269376,0.39237931526753433,-0.0006426817123377186,-0.02819334661185642,0.2457871407566962,-0.008863469799999999,-0.23249221,0.70798985,-0.16286077,-0.26260189,0.38988174
8,-0.16286077,-0.26260189,0.38988174,-0.0025848176000000003,0.0012041422,-0.0036109462,0.026523630404992896,0.0689597526315721,0.15200777118542758,-0.0043196588709525545,-0.018108961374983308,0.05926505432329636,-0.086297586,-0.30435624,0.62640188,-0.14928484,-0.29798387,0.5252887
9,-0.14928484,-0.29798387,0.5252887,-0.0028953664,0.0017732046,-0.0034857529,0.0222859634538256,0.08879438678017688,0.27592821834769005,-0.0033269564884502024,-0.026459295007033947,0.14494197510917425,-0.16286077,-0.26260189,0.38988174,-0.12878043,-0.28880465,0.69283372
10,-0.12878043,-0.28880465,0.69283372,-0.0021703423999999997,0.0019727854,-0.0027021282,0.0165843991509849,0.0834081258616225,0.4800185635690384,-0.0021357460539554707,-0.024088654596621833,0.33257304706659335,-0.14928484,-0.29798387,0.5252887,-0.15910162,-0.35320378,0.72344153
11,-0.15910162,-0.35320378,0.72344153,-0.0027068571999999996,0.0026080552,-0.0038702971999999996,0.025313325486624398,0.12475291020628841,0.5233676473287409,-0.00402739109250923,-0.04406319945086165,0.3786258915360047,-0.12878043,-0.28880465,0.69283372,-0.26277195,-0.29652984,0.026356462999999997
12,-0.26277195,-0.29652984,0.026356462999999997,0.0008236878,-0.00024545301,-0.0045259626,0.06904909770680248,0.0879299460104256,0.0006946631418703688,-0.018144166050157014,-0.026073852821680142,1.8308863396170126e-05,-0.15910162,-0.35320378,0.72344153,-0.21659694,-0.29356396,0.17081828
13,-0.21659694,-0.29356396,0.17081828,-0.00032275187,-0.00077121791,-0.0043928132,0.046914234417363594,0.08617979861088161,0.029178884782158396,-0.010161479617243637,-0.025299282952212905,0.004984286910806471,-0.26277195,-0.29652984,0.026356462999999997,-0.18401994,-0.20806512,0.45175446
14,-0.18401994,-0.20806512,0.45175446,-0.00027993543999999996,0.000809305,-0.004063675300000001,0.033863338317603596,0.0432910941606144,0.20408209212989162,-0.006231529485405114,-0.009007366701459534,0.09219499532580944,-0.21659694,-0.29356396,0.17081828,-0.21146459,-0.35706294,0.40177417
15,-0.21146459,-0.35706294,0.40177417,-0.0017231418,5.8836944999999995e-05,-0.0046679990999999995,0.0447172728238681,0.1274939431214436,0.16142248367918888,-0.009456119763617411,-0.04552336216313543,0.06485538439954465,-0.18401994,-0.20806512,0.45175446,-0.32054861,-0.34784168,0.18977278
16,-0.32054861,-0.34784168,0.18977278,-0.0023788055,0.00063681361,-0.0063442,0.1027514113729321,0.12099383434522239,0.0360137080289284,-0.03293682209113158,-0.04208669860828385,0.006834421490758063,-0.21146459,-0.35706294,0.40177417,-0.35377177,-0.3075167,0.11054341
17,-0.35377177,-0.3075167,0.11054341,-0.0048202796000000004,0.0008303141499999999,-0.0079674813,0.1251544652489329,0.09456652077888998,0.0122198454944281,-0.04427611669451848,-0.029080784400405676,0.001350823390627218,-0.32054861,-0.34784168,0.18977278,-0.38001161,-0.24644994,-0.035718318
