14499,30069,
14509,7079,
14555,22099,
14566,29099,
14587,10119,
14593,17119,
14621,8129,
14659,12010,
14671,19010,
14683,26010,
14689,2020,"pas d'image"
14748,9030,10030
14889,15060,16060
14988,5100,6100
15052,30110,
15069,7120,
15110,18011,19011
15125,25011,
15143,1021,
15157,8021,10021
15177,22021,
15214,15031,
15226,22031,
14483,16069,
14762,16030,
14771,23030,
14787,30030,"pas d'image"
14847,11050,
14834,"04050 ?",
14817,"13040 ?",
14801,6040,
