,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,123341,128051,128284,280,3619,4401,32,1,5,5,10,10,5,42,233,left,63
1,2,133446,137989,138157,270,3764,4266,39,1,5,5,2,12,5,10,168,left,35
2,3,143451,148044,148211,260,3733,4307,36,1,5,5,10,22,5,19,167,left,11
3,4,153522,158216,0,250,3669,4381,26,0,4,,0,22,4,45,0,right,64
4,5,163678,168104,168309,250,3898,4152,41,1,4,4,10,32,4,7,205,right,41
5,6,173766,178543,0,250,3557,4493,31,0,5,,0,32,5,17,0,left,43
6,7,183904,188397,188607,250,3839,4211,50,1,4,4,2,34,4,14,210,right,35
7,8,193976,198402,0,250,3907,4143,14,0,4,,0,34,4,16,0,right,16
8,9,204081,208374,208561,260,4034,4006,50,1,5,5,10,44,5,20,187,left,19
9,10,214136,218896,0,250,3565,4485,45,0,5,,0,44,5,8,0,left,17
10,11,224258,228717,228908,260,3859,4181,20,1,4,4,2,46,4,11,191,right,22
11,12,234279,238939,0,270,3658,4372,33,0,4,,0,46,4,20,0,right,13
12,13,244401,249095,249280,280,3609,4411,21,1,5,5,10,56,5,16,185,left,17
13,14,254406,259133,259307,290,3570,4440,48,1,4,4,2,58,4,20,174,right,12
14,15,264411,268820,0,300,3869,4131,26,0,5,,0,58,5,11,0,left,19
15,16,274499,278992,279203,300,3790,4210,11,1,5,5,2,60,5,16,211,left,24
16,17,284504,288830,0,300,3959,4041,25,0,4,,0,60,4,18,0,right,22
17,18,294609,299319,299500,300,3569,4431,48,1,5,5,2,62,5,12,181,left,8
18,19,304597,309257,309426,300,3624,4376,30,1,4,4,10,72,4,17,169,right,19
19,20,314585,319162,319321,300,3696,4304,38,1,5,5,2,74,5,5,159,left,20
20,21,324540,329083,0,300,3736,4264,21,0,4,,0,74,4,12,0,right,12
21,22,334628,339172,339339,300,3737,4263,19,1,5,5,2,76,5,13,167,left,12
22,23,344583,348943,349120,300,3920,4080,43,1,4,4,10,86,4,13,177,right,14
23,24,354571,359231,359458,300,3628,4372,40,1,4,4,2,88,4,20,227,right,23
24,25,364610,369086,369271,290,3809,4201,18,1,5,5,10,98,5,8,185,left,11
25,26,374598,378990,0,280,3903,4117,44,0,4,,0,98,4,8,0,right,16
26,27,384703,389079,389240,290,3912,4098,13,1,5,5,10,108,5,11,161,left,23
27,28,394658,399351,399541,280,3599,4421,43,1,5,5,2,110,5,5,190,left,21
28,29,404679,409055,0,270,3928,4102,48,0,4,,0,110,4,7,0,right,24
29,30,414801,419110,0,280,3985,4035,30,0,5,,0,110,5,7,0,left,19
30,31,424889,429633,429828,290,3553,4457,22,1,4,4,10,120,4,20,195,right,20
31,32,434877,439504,439711,300,3648,4352,24,1,5,5,2,122,5,7,207,left,11
32,33,444865,449358,449554,300,3795,4205,14,1,4,4,10,132,4,20,196,right,9
33,34,454854,459363,0,290,3776,4234,48,0,4,,0,132,4,8,0,right,20
34,35,464975,469318,469555,300,3935,4065,16,1,4,4,2,134,4,10,237,right,18
35,36,474997,479573,479761,300,3707,4293,26,1,5,5,10,144,5,16,188,left,17
36,37,485002,489378,0,290,3920,4090,46,0,4,,0,144,4,19,0,right,24
37,38,495124,499667,499845,300,3732,4268,31,1,4,4,2,146,4,8,178,right,21
38,39,505095,509705,509887,300,3674,4326,37,1,4,4,10,156,4,17,182,right,19
39,40,515100,519860,0,290,3532,4478,12,0,5,,0,156,5,15,0,left,13
40,41,525188,529681,529862,300,3781,4219,46,1,5,5,10,166,5,7,181,left,21
41,42,535176,539620,539803,300,3829,4171,22,1,5,5,2,168,5,5,183,left,20
42,43,545148,549724,550008,290,3714,4296,33,1,5,5,0,168,5,13,284,left,12
43,44,555253,559963,560236,280,3597,4423,28,1,4,4,0,168,4,20,273,right,17
44,45,565358,570068,570264,270,3599,4431,30,1,5,5,2,170,5,12,196,left,22
45,46,575379,580123,0,260,3572,4468,10,0,4,,0,170,4,8,0,right,20
46,47,585451,589911,590111,250,3877,4173,16,1,4,4,2,172,4,20,200,right,23
47,48,595506,600266,0,250,3570,4480,32,0,5,,0,172,5,13,0,left,17
48,49,605611,610037,610213,250,3898,4152,20,1,4,4,2,174,4,7,176,right,18
49,50,615616,619925,0,250,4023,4027,19,0,5,,0,174,5,15,0,left,13
50,51,625721,630281,630446,250,3774,4276,38,1,4,4,10,184,4,17,165,right,14
51,52,635743,640152,640332,250,3923,4127,39,1,5,5,2,186,5,15,180,left,13
52,53,645781,650491,650661,250,3619,4431,50,1,5,5,10,196,5,12,170,left,11
53,54,655819,660262,0,250,3882,4168,47,0,5,,0,196,5,8,0,left,17
54,55,665941,670417,670586,250,3846,4204,35,1,4,4,10,206,4,5,169,right,20
55,56,675962,680455,680636,250,3838,4212,10,1,5,5,2,208,5,13,181,left,15
56,57,685967,690477,690689,250,3813,4237,29,1,4,4,10,218,4,6,212,right,23
57,58,696022,700465,700626,250,3892,4158,50,1,4,4,2,220,4,18,161,right,21
58,59,706060,710670,710857,250,3720,4330,23,1,5,5,10,230,5,12,187,left,16
59,60,716082,720625,720801,250,3791,4259,34,1,4,4,2,232,4,17,176,right,10
60,61,726120,730563,0,250,3891,4159,33,0,5,,0,232,5,17,0,left,16
61,62,736242,740986,741159,250,3588,4462,30,1,4,4,10,242,4,15,173,right,17
62,63,746264,750590,0,250,3997,4053,37,0,5,,0,242,5,6,0,left,21
63,64,756369,761045,761246,250,3646,4404,38,1,5,5,10,252,5,5,201,left,13
64,65,766424,771084,771261,250,3671,4379,31,1,4,4,10,262,4,14,177,right,13
65,66,776445,781022,781183,250,3755,4295,34,1,4,4,2,264,4,15,161,right,19
