,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,129316,133826,134056,280,3794,4226,33,1,5,5,10,10,5,33,230,left,46
1,2,139405,144032,144246,270,3671,4359,49,1,5,5,2,12,5,17,214,left,34
2,3,149444,154204,154404,260,3546,4494,24,1,5,5,10,22,5,15,200,left,18
3,4,159483,163759,163958,250,4044,4006,13,1,4,4,0,22,4,19,199,right,43
4,5,169505,174232,174476,250,3583,4467,28,1,4,4,10,32,4,9,244,right,21
5,6,179594,184187,184436,250,3723,4327,12,1,5,5,0,32,5,15,249,left,39
6,7,189666,193925,194151,250,4047,4003,11,1,4,4,2,34,4,5,226,right,38
7,8,199688,204365,204579,250,3631,4419,42,1,4,4,0,34,4,7,214,right,6
8,9,209726,214220,214431,250,3814,4236,49,1,5,5,10,44,5,7,211,left,8
9,10,219782,224125,0,250,3974,4076,12,0,5,,0,44,5,16,0,left,18
10,11,229821,234097,234267,250,4037,4013,27,1,4,4,2,46,4,12,170,right,5
11,12,239809,244236,244456,250,3882,4168,42,1,4,4,0,46,4,8,220,right,6
12,13,249865,254157,254327,250,4011,4039,12,1,5,5,10,56,5,2,170,left,8
13,14,259837,264397,0,250,3752,4298,28,0,4,,2,56,4,11,0,right,5
14,15,269892,274318,274482,250,3881,4169,18,1,5,5,0,56,5,6,164,left,5
15,16,279864,284324,284485,250,3851,4199,33,1,5,5,2,58,5,10,161,left,16
16,17,289852,294212,294378,250,3948,4102,19,1,4,4,0,58,4,7,166,right,17
17,18,299824,304217,0,250,3918,4132,23,0,5,,2,58,5,10,0,left,14
18,19,309880,314624,314713,250,3561,4489,21,1,4,4,10,68,4,4,89,right,11
19,20,319785,324228,0,250,3875,4175,44,0,5,,2,68,5,17,0,left,13
20,21,329857,334150,334318,250,4025,4025,39,1,4,4,0,68,4,17,168,right,5
21,22,339862,344205,344373,250,3965,4085,38,1,5,5,2,70,5,6,168,left,10
22,23,349868,354144,354322,250,4028,4022,33,1,4,4,10,80,4,3,178,right,12
23,24,359873,364132,364338,250,4045,4005,50,1,4,4,2,82,4,3,206,right,17
24,25,369928,374589,374759,250,3655,4395,27,1,5,5,10,92,5,15,170,left,16
25,26,379917,384661,384847,250,3573,4477,47,1,4,4,0,92,4,16,186,right,6
26,27,389939,394466,394668,250,3780,4270,47,1,5,5,10,102,5,6,202,left,3
27,28,399994,404738,404984,250,3561,4489,39,1,5,5,2,104,5,4,246,left,19
28,29,410067,414794,414969,250,3577,4473,25,1,4,4,0,104,4,3,175,right,12
29,30,420055,424682,424880,250,3688,4362,34,1,5,5,0,104,5,14,198,left,8
30,31,430077,434688,434876,250,3692,4358,41,1,4,4,10,114,4,2,188,right,16
31,32,440099,444492,444672,250,3912,4138,29,1,5,5,2,116,5,4,180,left,9
32,33,450088,454815,455017,250,3583,4467,30,1,4,4,10,126,4,9,202,right,5
33,34,460110,464453,0,250,3973,4077,19,0,4,,0,126,4,15,0,right,4
34,35,470165,474876,475021,250,3595,4455,49,1,4,4,2,128,4,5,145,right,14
35,36,480154,484597,484758,250,3862,4188,21,1,5,5,10,138,5,4,161,left,18
36,37,490126,494803,494997,250,3630,4420,20,1,4,4,0,138,4,6,194,right,13
37,38,500131,504691,0,250,3747,4303,23,0,4,,2,138,4,6,0,right,13
38,39,510187,514580,514760,250,3923,4127,38,1,4,4,10,148,4,15,180,right,11
39,40,520192,524785,0,250,3712,4338,45,0,5,,0,148,5,4,0,left,12
40,41,530264,534573,534772,250,3996,4054,27,1,5,5,10,158,5,4,199,left,5
41,42,540269,544612,544771,250,3972,4078,46,1,5,5,2,160,5,14,159,left,6
42,43,550258,554851,555039,250,3711,4339,11,1,5,5,0,160,5,3,188,left,4
43,44,560246,564873,0,250,3684,4366,29,0,4,,0,160,4,10,0,right,5
44,45,570302,574929,575108,250,3686,4364,50,1,5,5,2,162,5,12,179,left,4
45,46,580324,585018,0,250,3619,4431,39,0,4,,0,162,4,12,0,right,17
46,47,590396,595023,595179,250,3683,4367,27,1,4,4,2,164,4,9,156,right,11
47,48,600368,604978,605163,250,3701,4349,45,1,5,5,0,164,5,10,185,left,6
48,49,610390,614800,615007,250,3901,4149,49,1,4,4,2,166,4,10,207,right,5
49,50,620445,625106,0,250,3647,4403,40,0,5,,0,166,5,7,0,left,17
50,51,630518,634995,635196,250,3826,4224,14,1,4,4,10,176,4,2,201,right,11
51,52,640540,645116,0,250,3737,4313,36,0,5,,2,176,5,12,0,left,20
52,53,650612,654955,655163,250,3972,4078,39,1,5,5,10,186,5,14,208,left,14
53,54,660650,665194,665361,250,3774,4276,46,1,5,5,0,186,5,17,167,left,11
54,55,670656,675366,675599,250,3596,4454,33,1,4,4,10,196,4,5,233,right,4
55,56,680711,685438,0,250,3577,4473,24,0,5,,2,196,5,3,0,left,17
56,57,690767,695460,695624,250,3622,4428,43,1,4,4,10,206,4,14,164,right,10
57,58,700755,705265,705445,250,3798,4252,30,1,4,4,2,208,4,7,180,right,7
58,59,710744,715471,715665,250,3590,4460,48,1,5,5,10,218,5,16,194,left,4
59,60,720782,725510,725665,250,3577,4473,47,1,4,4,2,220,4,4,155,right,18
60,61,730788,735097,0,250,4001,4049,39,0,5,,0,220,5,9,0,left,20
61,62,740860,745236,745452,250,3941,4109,30,1,4,4,10,230,4,16,216,right,11
62,63,750899,755626,755792,250,3591,4459,47,1,5,5,0,230,5,17,166,left,20
63,64,760904,765564,765773,250,3646,4404,21,1,5,5,10,240,5,5,209,left,19
64,65,770926,775603,775804,250,3638,4412,45,1,4,4,10,250,4,14,201,right,12
65,66,780965,785608,0,250,3666,4384,36,0,4,,2,250,4,8,0,right,5
