,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
45,46,574414,578774,0,250,3943,4107,11,0,4,,0,138,4,2,0,right,7
46,47,584436,588779,588952,250,3968,4082,37,1,4,4,2,140,4,10,173,right,4
47,48,594442,599119,599310,250,3627,4423,30,1,5,5,0,140,5,3,191,left,13
48,49,604449,608924,609101,250,3854,4196,40,1,4,4,2,142,4,14,177,right,5
49,50,614469,618896,0,250,3889,4161,45,0,5,,0,142,5,15,0,left,10
50,51,624542,629102,0,250,3744,4306,33,0,4,,10,142,4,3,0,right,6
51,52,634614,639324,0,250,3599,4451,48,0,5,,2,142,5,8,0,left,17
52,53,644703,648979,0,250,4038,4012,14,0,5,,10,142,5,13,0,left,19
53,54,654758,659135,0,250,3938,4112,17,0,5,,0,142,5,14,0,left,19
54,55,664814,669341,669529,250,3790,4260,47,1,4,4,10,152,4,16,188,right,17
55,56,674853,679262,0,250,3906,4144,14,0,5,,2,152,5,14,0,left,20
56,57,684908,689184,689366,250,4036,4014,23,1,4,4,10,162,4,11,182,right,19
57,58,694897,699574,699758,250,3634,4416,27,1,4,4,2,164,4,10,184,right,10
58,59,704902,709280,0,250,3925,4125,15,0,5,,10,164,5,2,0,left,6
59,60,714941,719435,719613,250,3809,4241,40,1,4,4,2,166,4,2,178,right,17
60,61,724947,729273,0,250,3981,4069,28,0,5,,0,166,5,6,0,left,10
61,62,735002,739529,739705,250,3776,4274,17,1,4,4,10,176,4,2,176,right,5
62,63,744991,749718,0,250,3577,4473,23,0,5,,0,176,5,3,0,left,16
63,64,755047,759339,759503,250,4012,4038,17,1,5,5,10,186,5,3,164,left,11
64,65,765019,769295,769470,250,4027,4023,40,1,4,4,10,196,4,2,175,right,17
65,66,775024,779785,779964,250,3553,4497,10,1,4,4,2,198,4,13,179,right,10
