,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,125991,130701,0,280,3664,4356,32,0,5,,10,0,5,103,0,left,30
1,2,136230,140991,141203,290,3513,4497,39,0,5,4,2,0,5,13,212,left,35
2,3,146236,150629,150856,300,3865,4135,20,1,5,5,10,10,5,7,227,left,11
3,4,156258,160701,0,300,3840,4160,18,0,4,,0,10,4,32,0,right,47
4,5,166347,170890,0,300,3711,4289,23,0,4,,10,10,4,3,0,right,32
5,6,176419,180913,181118,300,3774,4226,24,1,5,5,0,10,5,17,205,left,27
6,7,186408,190718,0,300,3952,4048,15,0,4,,2,10,4,11,0,right,26
7,8,196464,200924,0,300,3807,4193,49,0,4,,0,10,4,16,0,right,19
8,9,206553,211213,0,300,3597,4403,18,0,5,,10,10,5,6,0,left,18
9,10,216608,221135,0,300,3730,4270,44,0,5,,0,10,5,6,0,left,15
10,11,226681,231374,231670,300,3564,4436,16,1,4,4,2,12,4,6,296,right,6
11,12,236736,241447,0,300,3542,4458,39,0,4,,0,12,4,2,0,right,17
12,13,246809,251369,0,300,3696,4304,10,0,5,,10,12,5,5,0,left,12
13,14,256847,261508,261701,300,3604,4396,35,1,4,4,2,14,4,14,193,right,6
14,15,266820,271079,271330,300,4000,4000,27,1,5,5,0,14,5,8,251,left,16
15,16,276842,281435,281725,300,3666,4334,23,0,5,4,2,14,5,8,290,left,7
16,17,286897,291574,0,300,3583,4417,40,0,4,,0,14,4,9,0,right,10
17,18,296970,301681,301972,300,3542,4458,31,1,5,5,2,16,5,2,291,left,10
18,19,307042,311468,311669,300,3833,4167,41,1,4,4,10,26,4,8,201,right,19
19,20,317014,321374,321621,300,3893,4107,10,1,5,5,2,28,5,2,247,left,9
20,21,327003,331563,331793,300,3703,4297,28,1,4,4,0,28,4,12,230,right,7
21,22,336992,341602,0,300,3643,4357,33,0,5,,2,28,5,2,0,left,6
22,23,347064,351541,351734,300,3789,4211,35,1,4,4,10,38,4,15,193,right,17
23,24,357036,361696,361991,300,3603,4397,30,1,4,4,2,40,4,12,295,right,15
24,25,367092,371451,0,300,3898,4102,45,0,5,,10,40,5,6,0,left,4
25,26,377164,381590,0,300,3829,4171,31,0,4,,0,40,4,4,0,right,5
26,27,387236,391830,392021,300,3672,4328,29,0,5,4,10,40,5,15,191,left,19
27,28,397192,401668,0,300,3788,4212,26,0,5,,2,40,5,13,0,left,5
28,29,407247,411607,411900,300,3895,4105,11,1,4,4,0,40,4,4,293,right,7
29,30,417286,421947,422207,300,3607,4393,43,1,5,5,0,40,5,17,260,left,6
30,31,427325,431718,431938,300,3873,4127,14,1,4,4,10,50,4,15,220,right,7
31,32,437314,441674,441960,300,3908,4092,28,1,5,5,2,52,5,17,286,left,20
32,33,447369,451896,452133,300,3729,4271,31,1,4,4,10,62,4,5,237,right,5
33,34,457392,462052,0,300,3596,4404,17,0,4,,0,62,4,5,0,right,19
34,35,467447,471890,472121,300,3824,4176,42,1,4,4,2,64,4,16,231,right,16
35,36,477453,482213,482411,300,3504,4496,41,0,5,4,10,64,5,13,198,left,8
36,37,487425,491935,0,300,3758,4242,36,0,4,,0,64,4,17,0,right,9
37,38,497497,501823,502110,300,3941,4059,13,1,4,4,2,66,4,16,287,right,13
38,39,507536,512163,512422,300,3628,4372,12,1,4,4,10,76,4,4,259,right,4
39,40,517542,522068,522358,300,3728,4272,40,0,5,4,0,76,5,3,290,left,5
40,41,527614,532308,0,300,3561,4439,44,0,5,,10,76,5,4,0,left,10
41,42,537686,542113,0,300,3827,4173,44,0,5,,2,76,5,3,0,left,6
42,43,547759,552269,0,300,3752,4248,45,0,5,,0,76,5,11,0,left,7
43,44,557831,562424,0,300,3666,4334,45,0,4,,0,76,4,8,0,right,5
44,45,567903,572396,572660,300,3762,4238,42,1,5,5,2,78,5,4,264,left,5
45,46,577942,582686,582944,300,3523,4477,35,1,4,4,0,78,4,16,258,right,8
46,47,587981,592324,592551,300,3920,4080,44,1,4,4,2,80,4,12,227,right,15
47,48,597986,602413,0,300,3834,4166,44,0,5,,0,80,5,10,0,left,6
48,49,608059,612669,612960,300,3647,4353,16,1,4,4,2,82,4,6,291,right,6
49,50,618114,622641,0,300,3729,4271,42,0,5,,0,82,5,5,0,left,17
50,51,628187,632814,633039,300,3634,4366,35,1,4,4,10,92,4,10,225,right,8
51,52,638192,642468,642718,300,3987,4013,41,1,5,5,2,94,5,12,250,left,15
52,53,648214,652507,0,300,3962,4038,22,0,5,,10,94,5,4,0,left,9
53,54,658270,662897,0,300,3627,4373,25,0,5,,0,94,5,3,0,left,11
54,55,668326,672836,0,300,3749,4251,41,0,4,,10,94,4,8,0,right,9
55,56,678398,683142,683415,300,3510,4490,31,1,5,5,2,96,5,3,273,left,9
56,57,688454,693014,693277,300,3705,4295,18,1,4,4,10,106,4,14,263,right,20
57,58,698476,703136,703417,300,3602,4398,24,1,4,4,2,108,4,11,281,right,16
58,59,708515,713158,713401,300,3616,4384,31,0,5,4,10,108,5,8,243,left,10
59,60,718537,723231,0,300,3572,4428,31,0,4,,2,108,4,15,0,right,19
60,61,728609,732936,0,300,3926,4074,30,0,5,,0,108,5,2,0,left,19
61,62,738665,743425,743672,300,3501,4499,36,1,4,4,10,118,4,10,247,right,19
62,63,748687,753214,753513,300,3731,4269,48,1,5,5,0,118,5,7,299,left,14
63,64,758776,763253,0,300,3780,4220,34,0,5,,10,118,5,6,0,left,19
64,65,768848,773225,0,300,3881,4119,19,0,4,,10,118,4,7,0,right,16
65,66,778904,783631,783871,300,3528,4472,39,1,4,4,2,120,4,4,240,right,15
