,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
38,39,538118,542629,0,300,3742,4258,45,0,4,,10,72,4,2,0,right,8
39,40,548190,552833,553050,300,3617,4383,11,1,5,5,0,72,5,9,217,left,4
40,41,558145,562521,0,300,3881,4119,22,0,5,,10,72,5,6,0,left,6
41,42,568200,572626,572903,300,3833,4167,16,1,5,5,2,74,5,8,277,left,11
42,43,578239,582899,0,300,3602,4398,49,0,5,,0,74,5,11,0,left,18
43,44,588328,592704,0,300,3892,4108,33,0,4,,0,74,4,17,0,right,18
44,45,598400,602776,0,300,3877,4123,26,0,5,,2,74,5,2,0,left,16
45,46,608455,613215,0,300,3505,4495,22,0,4,,0,74,4,14,0,right,7
46,47,618510,623020,0,300,3751,4249,33,0,4,,2,74,4,10,0,right,11
47,48,628582,633009,633225,300,3839,4161,33,1,5,5,0,74,5,15,216,left,17
48,49,638571,642964,0,300,3871,4129,14,0,4,,2,74,4,13,0,right,17
49,50,648626,653221,0,300,3658,4342,38,0,5,,0,74,5,2,0,left,19
50,51,658698,663459,0,300,3501,4499,38,0,4,,10,74,4,11,0,right,11
51,52,668770,673113,0,300,3913,4087,24,0,5,,2,74,5,5,0,left,12
52,53,678826,683503,0,300,3579,4421,47,0,5,,10,74,5,5,0,left,10
53,54,688915,693475,0,300,3703,4297,16,0,5,,0,74,5,12,0,left,20
54,55,698970,703714,0,300,3524,4476,30,0,4,,10,74,4,17,0,right,18
55,56,709025,713351,0,300,3932,4068,40,0,5,,2,74,5,7,0,left,3
56,57,719097,723607,0,300,3751,4249,27,0,4,,10,74,4,10,0,right,10
57,58,729153,733696,0,300,3717,4283,31,0,4,,2,74,4,9,0,right,7
58,59,739225,743785,0,300,3699,4301,12,0,5,,10,74,5,8,0,left,19
59,60,749263,753623,0,300,3899,4101,41,0,4,,2,74,4,8,0,right,4
60,61,759335,764046,0,300,3557,4443,24,0,5,,0,74,5,17,0,left,9
61,62,769391,774118,0,300,3541,4459,49,0,4,,10,74,4,17,0,right,9
62,63,779480,784140,0,300,3593,4407,18,0,5,,0,74,5,2,0,left,17
63,64,789535,794279,794550,300,3513,4487,21,1,5,5,10,84,5,6,271,left,15
64,65,799574,803884,0,300,3943,4057,18,0,4,,10,84,4,2,0,right,13
65,66,809629,814373,0,300,3515,4485,33,0,4,,2,84,4,8,0,right,15
