,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
40,41,471896,476540,476731,250,3673,4377,24,0,5,4,10,142,5,16,191,left,17
41,42,481901,486461,0,250,3757,4293,17,0,5,,2,142,5,16,0,left,9
42,43,491957,496400,0,250,3860,4190,49,0,5,,0,142,5,2,0,left,17
43,44,502046,506572,506769,250,3781,4269,14,0,4,5,0,142,4,6,197,right,18
44,45,512051,516360,516608,260,3990,4050,29,1,5,5,2,144,5,8,248,left,20
45,46,522090,526533,526728,250,3861,4189,33,1,4,4,0,144,4,3,195,right,5
46,47,532112,536388,0,250,4041,4009,11,0,4,,2,144,4,16,0,right,17
47,48,542150,546677,546870,260,3768,4272,22,0,5,4,0,144,5,4,193,left,5
48,49,552139,556699,556949,270,3726,4304,39,1,4,4,2,146,4,5,250,right,11
49,50,562194,566938,567123,280,3538,4482,29,1,5,5,0,146,5,11,185,left,11
50,51,572166,576793,576970,270,3665,4365,27,1,4,4,10,156,4,11,177,right,4
51,52,582138,586598,586802,260,3837,4203,42,1,5,5,2,158,5,6,204,left,6
52,53,592160,596654,596834,250,3810,4240,50,1,5,5,10,168,5,2,180,left,8
53,54,602182,606609,606803,250,3879,4171,18,1,5,5,0,168,5,5,194,left,17
54,55,612188,616865,617052,250,3635,4415,24,1,4,4,10,178,4,11,187,right,16
55,56,622193,626469,626651,250,4039,4011,21,1,5,5,2,180,5,14,182,left,10
56,57,632181,636842,0,250,3651,4399,46,0,4,,10,180,4,11,0,right,12
57,58,642254,646747,0,250,3813,4237,28,0,4,,2,180,4,5,0,right,4
58,59,652309,656752,656982,250,3870,4180,46,1,5,5,10,190,5,12,230,left,5
59,60,662364,667075,667223,250,3599,4451,39,1,4,4,2,192,4,9,148,right,4
60,61,672336,676880,677045,250,3762,4288,36,1,5,5,0,192,5,5,165,left,11
61,62,682325,686668,686883,250,3972,4078,21,1,4,4,10,202,4,14,215,right,14
62,63,692347,696974,697193,250,3677,4373,47,1,5,5,0,202,5,3,219,left,12
63,64,702402,706730,0,250,3975,4075,33,0,5,,10,202,5,2,0,left,3
64,65,712475,716751,0,250,4031,4019,38,0,4,,10,202,4,6,0,right,17
65,66,722547,727073,727258,250,3786,4264,26,0,4,5,2,202,4,11,185,right,12
