,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,70397,74790,0,280,3991,4029,46,0,5,,10,0,5,113,0,left,63
1,2,80620,84913,85097,290,3976,4034,34,1,5,5,2,2,5,8,184,left,38
2,3,90592,95135,95423,300,3720,4280,28,1,5,5,10,12,5,12,288,left,15
3,4,100714,105190,0,290,3806,4204,49,0,4,,0,12,4,21,0,right,72
4,5,110836,115179,115453,300,3920,4080,10,1,4,4,10,22,4,12,274,right,34
5,6,120892,125485,125700,300,3667,4333,27,1,5,5,0,22,5,9,215,left,41
6,7,130897,135190,135453,290,3970,4040,16,1,4,4,2,24,4,2,263,right,40
7,8,140919,145362,145618,280,3840,4180,42,1,4,4,0,24,4,12,256,right,18
8,9,150974,155618,155816,270,3650,4380,40,1,5,5,10,34,5,13,198,left,8
9,10,160980,165456,165692,260,3820,4220,11,1,5,5,0,34,5,5,236,left,10
10,11,171002,175512,175739,250,3797,4253,17,1,4,4,2,36,4,6,227,right,6
11,12,181040,185367,0,250,3984,4066,14,0,4,,0,36,4,10,0,right,16
12,13,191079,195589,195762,250,3799,4251,34,1,5,5,10,46,5,8,173,left,3
13,14,201084,205845,206066,250,3555,4495,24,1,4,4,2,48,4,15,221,right,16
14,15,211123,215651,215858,250,3775,4275,11,1,5,5,0,48,5,2,207,left,9
15,16,221112,225605,225778,250,3824,4226,23,1,5,5,2,50,5,16,173,left,5
16,17,231100,235410,235573,250,4000,4050,42,1,4,4,0,50,4,9,163,right,10
17,18,241089,245732,245887,250,3672,4378,16,1,5,5,2,52,5,14,155,left,8
18,19,251061,255638,255834,250,3739,4311,15,1,4,4,10,62,4,15,196,right,18
19,20,261066,265710,265958,250,3664,4386,37,1,5,5,2,64,5,7,248,left,18
20,21,271138,275782,0,250,3666,4384,40,0,4,,0,64,4,9,0,right,13
21,22,281210,285637,285842,250,3884,4166,12,1,5,5,2,66,5,10,205,left,10
22,23,291216,295792,296008,250,3731,4319,33,1,4,4,10,76,4,6,216,right,5
23,24,301254,305898,306107,250,3662,4388,40,1,4,4,2,78,4,5,209,right,17
24,25,311293,316020,316206,250,3582,4468,27,1,5,5,10,88,5,8,186,left,10
25,26,321299,325992,0,250,3637,4413,28,0,4,,0,88,4,13,0,right,7
26,27,331371,335997,336221,250,3681,4369,45,1,5,5,10,98,5,6,224,left,6
27,28,341426,345836,346080,250,3899,4151,25,1,5,5,2,100,5,8,244,left,5
28,29,351481,355874,0,250,3912,4138,15,0,4,,0,100,4,4,0,right,8
29,30,361537,366231,0,250,3610,4440,43,0,5,,0,100,5,3,0,left,18
30,31,371609,375919,376144,250,3994,4056,42,1,4,4,10,110,4,3,225,right,7
31,32,381664,386041,386273,250,3935,4115,13,1,5,5,2,112,5,11,232,left,8
32,33,391686,396263,396429,250,3726,4324,46,1,4,4,10,122,4,2,166,right,3
33,34,401675,406385,406596,250,3598,4452,14,1,4,4,0,122,4,7,211,right,4
34,35,411697,416441,0,250,3560,4490,47,0,4,,2,122,4,3,0,right,19
35,36,421769,426279,426462,250,3793,4257,33,1,5,5,10,132,5,2,183,left,3
36,37,431775,436151,436334,250,3940,4110,16,0,4,5,0,132,4,15,183,right,18
37,38,441763,446440,446619,250,3638,4412,45,0,4,5,2,132,4,14,179,right,17
38,39,451768,456512,456738,250,3572,4478,37,1,4,4,10,142,4,15,226,right,5
39,40,461824,466501,0,250,3629,4421,33,0,5,,0,142,5,5,0,left,13
