,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
26,27,346038,350715,350941,250,3631,4419,10,1,5,5,10,98,5,7,226,left,6
27,28,356060,360420,360621,250,3957,4093,18,1,5,5,2,100,5,16,201,left,6
28,29,366082,370659,0,250,3731,4319,40,0,4,,0,100,4,7,0,right,15
29,30,376155,380798,381019,250,3660,4390,14,1,5,5,0,100,5,2,221,left,10
30,31,386193,390653,390875,250,3851,4199,47,1,4,4,10,110,4,10,222,right,19
31,32,396266,400859,401043,250,3713,4337,29,1,5,5,2,112,5,5,184,left,20
32,33,406271,410914,411130,250,3670,4380,43,1,4,4,10,122,4,12,216,right,5
33,34,416310,420686,0,250,3928,4122,20,0,4,,0,122,4,3,0,right,7
34,35,426365,431075,0,250,3595,4455,14,0,4,,2,122,4,4,0,right,13
35,36,436405,440880,441036,250,3853,4197,28,1,5,5,10,132,5,12,156,left,4
36,37,446393,450802,450975,250,3903,4147,34,1,4,4,0,132,4,11,173,right,6
37,38,456398,460925,0,250,3784,4266,10,0,4,,2,132,4,10,0,right,16
38,39,466437,470813,0,250,3936,4114,42,0,4,,10,132,4,11,0,right,7
39,40,476509,481186,481425,250,3635,4415,34,1,5,5,0,132,5,11,239,left,8
40,41,486581,490874,491083,250,4010,4040,18,1,5,5,10,142,5,2,209,left,16
41,42,496603,501146,501220,250,3771,4279,15,1,5,5,2,144,5,13,74,left,15
42,43,506491,510751,510949,250,4048,4002,29,1,5,5,0,144,5,7,198,left,18
43,44,516497,521107,521317,250,3693,4357,23,1,4,4,0,144,4,2,210,right,5
44,45,526519,531196,531389,250,3641,4409,37,1,5,5,2,146,5,17,193,left,11
45,46,536541,541084,541333,250,3768,4282,11,1,4,4,0,146,4,10,249,right,13
46,47,546580,551173,551367,250,3716,4334,30,1,4,4,2,148,4,8,194,right,6
47,48,556602,560878,561101,250,4027,4023,34,1,5,5,0,148,5,2,223,left,20
48,49,566657,570967,571015,250,4005,4045,12,1,4,4,2,150,4,14,48,right,16
49,50,576512,581223,581417,250,3601,4449,32,1,5,5,0,150,5,11,194,left,5
50,51,586534,591128,591149,250,3711,4339,47,1,4,4,10,160,4,4,21,right,18
51,52,596389,601133,0,250,3560,4490,24,0,5,,2,160,5,3,0,left,3
52,53,606445,610771,610975,250,3991,4059,34,1,5,5,10,170,5,16,204,left,10
53,54,616483,621127,621313,250,3664,4386,34,1,5,5,0,170,5,7,186,left,16
54,55,626506,631132,631326,250,3689,4361,22,1,4,4,10,180,4,14,194,right,17
55,56,636511,641104,641305,250,3722,4328,15,1,5,5,2,182,5,14,201,left,12
56,57,646533,651210,651444,250,3627,4423,48,1,4,4,10,192,4,3,234,right,18
57,58,656622,661048,0,250,3882,4168,17,0,4,,2,192,4,7,0,right,19
58,59,666677,671304,671526,250,3682,4368,26,1,5,5,10,202,5,8,222,left,16
59,60,676716,681126,681372,250,3897,4153,15,1,4,4,2,204,4,6,246,right,7
60,61,686771,691348,0,250,3730,4320,12,0,5,,0,204,5,6,0,left,18
61,62,696810,701521,0,250,3604,4446,10,0,4,,10,204,4,14,0,right,4
62,63,706849,711292,711294,250,3873,4177,26,1,5,5,0,204,5,15,2,left,7
63,64,716671,720931,0,250,4043,4007,48,0,5,,10,204,5,2,0,left,8
64,65,726759,731069,731156,250,4005,4045,17,1,4,4,10,214,4,14,87,right,18
65,66,736665,741041,0,250,3927,4123,17,0,4,,2,214,4,2,0,right,17
