,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,122340,126699,126934,280,3948,4072,47,1,5,5,10,10,5,20,235,left,30
1,2,132461,137238,137455,270,3531,4499,32,1,5,5,2,12,5,10,217,left,36
2,3,142516,147277,147506,260,3565,4475,15,1,5,5,10,22,5,18,229,left,18
3,4,152756,157165,157404,250,3939,4111,20,1,4,4,0,22,4,32,239,right,203
4,5,162860,167203,167410,250,3981,4069,46,1,4,4,10,32,4,7,207,right,30
5,6,172948,177375,0,250,3910,4140,26,0,5,,0,32,5,19,0,left,37
6,7,183087,187513,0,250,3907,4143,17,0,4,,2,32,4,16,0,right,41
7,8,193192,197718,197949,250,3811,4239,41,1,4,4,0,32,4,20,231,right,16
8,9,203280,207707,207924,250,3904,4146,13,1,5,5,10,42,5,13,217,left,9
9,10,213335,217612,0,250,4046,4004,34,0,5,,0,42,5,5,0,left,20
10,11,223440,228167,228387,250,3597,4453,43,1,4,4,2,44,4,6,220,right,16
11,12,233529,238105,238347,250,3748,4302,48,1,4,4,0,44,4,7,242,right,24
12,13,243634,248010,248205,250,3957,4093,41,1,5,5,10,54,5,16,195,left,19
13,14,253689,257998,0,250,4027,4023,17,0,4,,2,54,4,19,0,right,9
14,15,263794,268554,268768,250,3572,4478,23,1,5,5,0,54,5,15,214,left,17
15,16,273832,278208,278402,250,3955,4095,27,1,5,5,2,56,5,14,194,left,10
16,17,283870,288580,288794,250,3628,4422,24,1,4,4,0,56,4,20,214,right,23
17,18,293925,298468,298703,250,3780,4270,50,1,5,5,2,58,5,6,235,left,9
18,19,304030,308557,308803,250,3797,4253,41,1,4,4,10,68,4,6,246,right,17
19,20,314119,318478,318725,250,3975,4075,16,1,5,5,2,70,5,17,247,left,9
20,21,324224,328500,328732,250,4048,4002,45,1,4,4,0,70,4,7,232,right,34
21,22,334329,338621,338821,250,4032,4018,29,1,5,5,2,72,5,7,200,left,22
22,23,344384,348827,349055,250,3894,4156,26,1,4,4,10,82,4,20,228,right,21
23,24,354472,358781,0,250,4021,4029,47,0,4,,2,82,4,13,0,right,24
24,25,364594,369271,369483,250,3652,4398,19,1,5,5,10,92,5,12,212,left,20
25,26,374632,378908,0,250,4047,4003,49,0,4,,0,92,4,6,0,right,14
26,27,384754,389330,0,250,3757,4293,33,0,5,,10,92,5,16,0,left,18
27,28,394876,399369,399560,250,3841,4209,39,1,5,5,2,94,5,17,191,left,18
28,29,404931,409257,409482,250,4003,4047,12,1,4,4,0,94,4,12,225,right,12
29,30,414986,419262,0,250,4046,4004,41,0,5,,0,94,5,5,0,left,22
30,31,425091,429700,429935,250,3725,4325,11,1,4,4,10,104,4,17,235,right,10
31,32,435179,439906,440099,250,3606,4444,45,1,5,5,2,106,5,16,193,left,22
32,33,445234,449827,450069,250,3744,4306,42,1,4,4,10,116,4,20,242,right,21
33,34,455356,460049,460270,250,3644,4406,28,1,4,4,0,116,4,20,221,right,25
34,35,465444,470037,470266,250,3744,4306,17,1,4,4,2,118,4,20,229,right,22
35,36,475516,479808,0,250,4040,4010,16,0,5,,10,118,5,15,0,left,17
36,37,485621,490047,490260,250,3900,4150,27,1,4,4,0,118,4,9,213,right,18
37,38,495676,499968,0,250,4031,4019,22,0,4,,2,118,4,6,0,right,23
38,39,505764,510424,510632,250,3675,4375,26,1,4,4,10,128,4,18,208,right,11
39,40,515836,520579,520815,250,3587,4463,42,1,5,5,0,128,5,13,236,left,24
40,41,525924,530601,530798,250,3651,4399,26,1,5,5,10,138,5,11,197,left,8
41,42,535962,540405,540627,250,3881,4169,27,1,5,5,2,140,5,6,222,left,24
42,43,546034,550577,550806,250,3782,4268,13,1,5,5,0,140,5,8,229,left,23
43,44,556089,560732,0,250,3693,4357,36,0,4,,0,140,4,19,0,right,21
44,45,566211,570670,570890,250,3874,4176,41,1,5,5,2,142,5,16,220,left,14
45,46,576299,580676,580902,250,3945,4105,18,1,4,4,0,142,4,5,226,right,9
46,47,586354,590763,590971,250,3920,4130,11,1,4,4,2,144,4,12,208,right,15
47,48,596392,601102,601321,250,3626,4424,18,1,5,5,0,144,5,19,219,left,22
48,49,606464,610907,611108,250,3886,4164,38,1,4,4,2,146,4,12,201,right,16
49,50,616519,621029,621233,250,3823,4227,44,1,5,5,0,146,5,16,204,left,12
50,51,626607,631301,631509,250,3637,4413,47,1,4,4,10,156,4,14,208,right,23
51,52,636679,641255,641459,250,3756,4294,10,1,5,5,2,158,5,15,204,left,20
52,53,646734,651043,651265,250,4025,4025,22,1,5,5,10,168,5,17,222,left,24
53,54,656805,661249,661461,250,3879,4171,48,1,5,5,0,168,5,5,212,left,11
54,55,666877,671186,671435,250,4024,4026,12,1,4,4,10,178,4,16,249,right,19
55,56,676982,681642,681838,250,3669,4381,19,1,5,5,2,180,5,12,196,left,21
56,57,687004,691447,691652,250,3885,4165,27,1,4,4,10,190,4,11,205,right,15
57,58,697059,701769,702007,250,3625,4425,12,1,4,4,2,192,4,18,238,right,23
58,59,707147,711790,0,250,3688,4362,38,0,5,,10,192,5,14,0,left,21
59,60,717252,721561,0,250,4027,4023,49,0,4,,2,192,4,19,0,right,12
60,61,727391,732134,732349,250,3585,4465,20,1,5,5,0,192,5,11,215,left,18
61,62,737429,741972,742174,250,3780,4270,12,1,4,4,10,202,4,6,202,right,14
62,63,747467,752094,752293,250,3696,4354,36,1,5,5,0,202,5,6,199,left,21
63,64,757522,762165,762359,250,3684,4366,36,1,5,5,10,212,5,10,194,left,14
64,65,767560,772004,0,250,3878,4172,38,0,4,,10,212,4,5,0,right,14
65,66,777665,782125,782360,250,3874,4176,29,1,4,4,2,214,4,16,235,right,12
