,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,84428,89138,89372,280,3580,4440,10,1,5,5,10,10,5,19,234,left,14
1,2,94466,99210,99412,270,3553,4477,43,1,5,5,2,12,5,16,202,left,23
2,3,104488,108865,0,260,3921,4119,46,0,5,,10,12,5,7,0,left,7
3,4,114594,119321,119534,250,3597,4453,26,1,4,4,0,12,4,23,213,right,38
4,5,124649,129376,0,250,3588,4462,26,0,4,,10,12,4,14,0,right,24
5,6,134721,139465,139677,260,3549,4491,19,1,5,5,0,12,5,2,212,left,24
6,7,144743,149103,0,250,3945,4105,14,0,4,,2,12,4,4,0,right,31
7,8,154799,159559,159807,260,3543,4497,41,1,4,4,0,12,4,12,248,right,20
8,9,164871,169614,169842,270,3553,4477,39,1,5,5,10,22,5,15,228,left,9
9,10,174909,179336,0,260,3880,4160,30,0,5,,0,22,5,16,0,left,11
10,11,184981,189525,0,270,3742,4288,11,0,4,,2,22,4,5,0,right,3
11,12,195037,199597,199786,280,3723,4297,37,1,4,4,0,22,4,12,189,right,6
12,13,205025,209435,209649,290,3853,4157,25,1,5,5,10,32,5,2,214,left,13
13,14,214997,219340,219591,300,3918,4082,30,1,4,4,2,34,4,10,251,right,8
14,15,225036,229663,229884,300,3634,4366,42,1,5,5,0,34,5,10,221,left,20
15,16,235041,239585,239765,290,3721,4289,32,1,5,5,2,36,5,4,180,left,8
16,17,244996,249690,249860,280,3585,4435,16,1,4,4,0,36,4,8,170,right,18
17,18,254952,259411,259648,270,3830,4200,30,1,5,5,2,38,5,8,237,left,18
18,19,264990,269451,269704,260,3832,4208,23,1,4,4,10,48,4,2,253,right,3
19,20,275046,279573,0,250,3776,4274,13,0,5,,2,48,5,2,0,left,11
20,21,285101,289811,290018,250,3594,4456,20,1,4,4,0,48,4,3,207,right,20
21,22,295123,299516,0,250,3911,4139,36,0,5,,2,48,5,3,0,left,13
22,23,305195,309505,309662,250,3994,4056,21,1,4,4,10,58,4,3,157,right,14
23,24,315167,319795,319995,250,3675,4375,44,1,4,4,2,60,4,2,200,right,12
24,25,325189,329916,0,250,3584,4466,42,0,5,,10,60,5,10,0,left,5
