,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,62848,67157,67398,280,3988,4032,19,1,5,5,10,10,5,10,241,left,13
1,2,72919,77462,77695,270,3767,4263,23,1,5,5,2,12,5,12,233,left,47
2,3,82974,87718,87941,260,3576,4464,34,1,5,5,10,22,5,12,223,left,10
3,4,93213,97990,0,250,3569,4481,31,0,4,,0,22,4,29,0,right,183
4,5,103351,107711,107935,250,3968,4082,41,1,4,4,10,32,4,10,224,right,35
5,6,113457,117783,118006,250,3996,4054,24,1,5,5,0,32,5,5,223,left,43
6,7,123545,127837,128069,250,4041,4009,20,1,4,4,2,34,4,16,232,right,43
7,8,133617,138193,138394,250,3759,4291,17,1,4,4,0,34,4,18,201,right,14
8,9,143672,148014,148242,250,3983,4067,20,1,5,5,10,44,5,8,228,left,17
9,10,153726,158503,158715,250,3556,4494,34,1,5,5,0,44,5,15,212,left,13
10,11,163798,168258,168474,250,3865,4185,32,1,4,4,2,46,4,8,216,right,16
11,12,173870,178547,178759,250,3648,4402,24,1,4,4,0,46,4,8,212,right,18
12,13,183908,188284,188533,250,3961,4089,22,1,5,5,10,56,5,20,249,left,9
13,14,194013,198523,198757,250,3820,4230,47,1,4,4,2,58,4,13,234,right,11
14,15,204118,208745,208968,250,3696,4354,34,1,5,5,0,58,5,6,223,left,20
15,16,214190,218499,218725,250,4013,4037,17,1,5,5,2,60,5,5,226,left,16
16,17,224245,228788,0,250,3779,4271,43,0,4,,0,60,4,5,0,right,17
17,18,234367,238726,238953,250,3966,4084,23,1,5,5,2,62,5,8,227,left,24
18,19,244422,248898,249111,250,3857,4193,30,1,4,4,10,72,4,16,213,right,11
19,20,254493,258802,259011,250,4025,4025,10,1,5,5,2,74,5,17,209,left,20
20,21,264548,269242,269461,250,3631,4419,19,1,4,4,0,74,4,8,219,right,23
21,22,274603,279063,279296,250,3867,4183,30,1,5,5,2,76,5,10,233,left,14
22,23,284691,289084,289314,250,3943,4107,39,1,4,4,10,86,4,18,230,right,20
23,24,294780,299290,299522,250,3823,4227,36,1,4,4,2,88,4,16,232,right,11
24,25,304868,309278,309513,250,3927,4123,36,1,5,5,10,98,5,20,235,left,14
25,26,314973,319433,0,250,3873,4177,45,0,4,,0,98,4,15,0,right,14
26,27,325095,329756,329976,250,3661,4389,18,1,5,5,10,108,5,5,220,left,21
27,28,335150,339777,340002,250,3709,4341,29,1,5,5,2,110,5,19,225,left,15
28,29,345238,349531,349763,250,4032,4018,43,1,4,4,0,110,4,7,232,right,21
29,30,355327,359836,0,250,3826,4224,17,0,5,,0,110,5,18,0,left,24
30,31,365415,370175,370404,250,3565,4485,34,1,4,4,10,120,4,8,229,right,16
31,32,375487,380063,380263,250,3760,4290,42,1,5,5,2,122,5,19,200,left,16
32,33,385558,390252,390477,250,3633,4417,34,1,4,4,10,132,4,9,225,right,8
33,34,395630,400040,0,250,3917,4133,23,0,4,,0,132,4,10,0,right,16
34,35,405718,410495,410696,250,3555,4495,20,1,4,4,2,134,4,14,201,right,10
35,36,415757,420083,0,250,4010,4040,33,0,5,,10,134,5,19,0,left,13
36,37,425879,430455,430681,250,3761,4289,10,1,4,4,0,134,4,20,226,right,18
37,38,435950,440276,440477,250,3996,4054,39,1,4,4,2,136,4,5,201,right,23
38,39,446005,450465,450674,250,3873,4177,25,1,4,4,10,146,4,16,209,right,11
39,40,456060,460703,0,250,3692,4358,33,0,5,,0,146,5,18,0,left,24
40,41,466182,470759,470980,250,3745,4305,10,1,5,5,10,156,5,5,221,left,17
41,42,476237,480596,0,250,3967,4083,34,0,5,,2,156,5,9,0,left,24
42,43,486342,490718,490944,250,3959,4091,36,1,5,5,0,156,5,18,226,left,16
43,44,496430,500790,501004,250,3976,4074,26,1,4,4,0,156,4,19,214,right,14
44,45,506502,510978,511173,250,3861,4189,28,1,5,5,2,158,5,20,195,left,24
45,46,516557,521234,0,250,3655,4395,32,0,4,,0,158,4,15,0,right,22
46,47,526662,531155,531393,250,3840,4210,11,1,4,4,2,160,4,16,238,right,18
47,48,536750,541060,0,250,4013,4037,35,0,5,,0,160,5,5,0,left,22
48,49,546855,551382,551625,250,3811,4239,36,1,4,4,2,162,4,20,243,right,15
49,50,556960,561253,0,250,4040,4010,25,0,5,,0,162,5,15,0,left,14
50,51,567049,571726,0,250,3653,4397,14,0,4,,10,162,4,13,0,right,8
51,52,577137,581480,581697,250,3994,4056,42,1,5,5,2,164,5,20,217,left,19
52,53,587226,591769,592006,250,3779,4271,29,1,5,5,10,174,5,5,237,left,9
53,54,597314,602024,0,250,3613,4437,38,0,5,,0,174,5,6,0,left,21
54,55,607419,611712,0,250,4034,4016,16,0,4,,10,174,4,10,0,right,12
55,56,617507,621967,0,250,3868,4182,23,0,5,,2,174,5,10,0,left,17
56,57,627596,631938,632150,250,3981,4069,33,1,4,4,10,184,4,6,212,right,11
57,58,637651,642277,642481,250,3707,4343,45,1,4,4,2,186,4,16,204,right,17
58,59,647739,652165,652394,250,3897,4153,33,1,5,5,10,196,5,6,229,left,22
59,60,657811,662588,662799,250,3551,4499,21,1,4,4,2,198,4,11,211,right,17
60,61,667849,672359,672560,250,3824,4226,45,1,5,5,0,198,5,17,201,left,12
61,62,677937,682414,0,250,3856,4194,33,0,4,,10,198,4,15,0,right,21
62,63,688042,692753,692983,250,3617,4433,10,1,5,5,0,198,5,10,230,left,16
63,64,698097,702874,703078,250,3558,4492,45,1,5,5,10,208,5,17,204,left,23
64,65,708186,712479,0,250,4029,4021,39,0,4,,10,208,4,5,0,right,22
65,66,718291,722767,722979,250,3848,4202,18,1,4,4,2,210,4,7,212,right,11
