,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4440,5,3580,10,1,,0,14,84428,,0,0,1,5,-999999,19,89138,5,234,89372,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10
1,4477,5,3553,43,1,,0,23,94466,,0,0,1,5,-999999,16,99210,5,202,99412,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2
2,4119,5,3921,46,1,,0,7,104488,,0,0,0,5,0,7,108865,,0,0,bigwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,260,3,1,3,10
3,4453,4,3597,26,1,,0,38,114594,,0,0,1,4,-999999,23,119321,4,213,119534,nowinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,250,4,1,4,0
4,4462,4,3588,26,1,,0,24,124649,,0,0,0,4,0,14,129376,,0,0,bigwinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,250,5,1,5,10
5,4491,5,3549,19,1,,0,24,134721,,0,0,1,5,-999999,2,139465,5,212,139677,nowinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,260,6,1,6,0
6,4105,4,3945,14,1,,0,31,144743,,0,0,0,4,0,4,149103,,0,0,smallwinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,250,7,1,7,2
7,4497,4,3543,41,1,,0,20,154799,,0,0,1,4,-999999,12,159559,4,248,159807,nowinright.bmp,right,TrialProc,TrialList,12,targetright.bmp,right,260,8,1,8,0
8,4477,5,3553,39,1,,0,9,164871,,0,0,1,5,-999999,15,169614,5,228,169842,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,270,9,1,9,10
9,4160,5,3880,30,1,,0,11,174909,,0,0,0,5,0,16,179336,,0,0,nowinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,10,1,10,0
