,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,58704,63197,0,280,3826,4194,46,0,5,,10,0,5,48,0,left,47
1,2,68876,73386,73433,290,3755,4255,10,1,5,5,2,2,5,4,47,left,37
2,3,78665,83024,0,300,3902,4098,36,0,5,,10,2,5,10,0,left,7
3,4,88754,93414,0,300,3615,4385,33,0,4,,0,2,4,24,0,right,31
4,5,98859,103252,103462,300,3874,4126,32,1,4,4,10,12,4,16,210,right,34
5,6,108865,113542,0,300,3590,4410,23,0,5,,0,12,5,16,0,left,35
6,7,118937,123363,0,300,3828,4172,50,0,4,,2,12,4,3,0,right,27
7,8,129026,133519,0,300,3768,4232,19,0,4,,0,12,4,10,0,right,17
8,9,139081,143474,0,300,3867,4133,12,0,5,,10,12,5,9,0,left,14
9,10,149120,153830,0,300,3545,4455,39,0,5,,0,12,5,4,0,left,5
10,11,159192,163936,163966,300,3518,4482,14,1,4,4,2,14,4,11,30,right,11
11,12,168980,173691,173900,300,3549,4451,17,1,4,4,0,14,4,9,209,right,19
12,13,178952,183395,0,300,3815,4185,44,0,5,,10,14,5,7,0,left,16
13,14,189024,193768,193847,300,3509,4491,11,1,4,4,2,16,4,2,79,right,6
14,15,198846,203590,203849,300,3523,4477,21,1,5,5,0,16,5,16,259,left,6
15,16,208868,213413,0,300,3708,4292,11,0,5,,2,16,5,2,0,left,12
16,17,218907,223484,223666,300,3689,4311,33,1,4,4,0,16,4,15,182,right,5
17,18,228862,233573,0,300,3548,4452,26,0,5,,2,16,5,8,0,left,17
18,19,238918,243578,243782,300,3604,4396,20,1,4,4,10,26,4,13,204,right,8
19,20,248890,253333,253544,300,3825,4175,44,1,5,5,2,28,5,17,211,left,14
20,21,258878,263539,263716,300,3593,4407,11,1,4,4,0,28,4,3,177,right,5
21,22,268800,273277,0,300,3776,4224,15,0,5,,2,28,5,2,0,left,6
22,23,278856,283399,0,300,3721,4279,20,0,4,,10,28,4,13,0,right,19
23,24,288911,293254,293424,300,3913,4087,24,1,4,4,2,30,4,5,170,right,13
24,25,298850,303193,0,300,3919,4081,21,0,5,,10,30,5,11,0,left,10
25,26,308905,313649,0,300,3518,4482,16,0,4,,0,30,4,11,0,right,12
26,27,318961,323638,323864,300,3586,4414,49,1,5,5,10,40,5,12,226,left,18
27,28,328983,333443,333608,300,3802,4198,34,1,5,5,2,42,5,11,165,left,18
28,29,338921,343314,0,300,3864,4136,45,0,4,,0,42,4,6,0,right,16
29,30,348993,353721,0,300,3528,4472,14,0,5,,0,42,5,5,0,left,5
30,31,359049,363358,0,300,3948,4052,33,0,4,,10,42,4,6,0,right,19
31,32,369121,373631,0,300,3757,4243,23,0,5,,2,42,5,16,0,left,17
32,33,379177,383687,0,300,3758,4242,15,0,4,,10,42,4,17,0,right,11
33,34,389232,393608,393778,300,3883,4117,29,1,4,4,0,42,4,8,170,right,18
34,35,399171,403514,0,300,3915,4085,23,0,4,,2,42,4,7,0,right,5
35,36,409226,413502,413683,300,3986,4014,30,1,5,5,10,52,5,11,181,left,10
36,37,419165,423758,423818,300,3672,4328,45,1,4,4,0,52,4,14,60,right,4
37,38,429003,433396,433652,300,3871,4129,32,1,4,4,2,54,4,13,256,right,5
38,39,439042,443351,0,300,3944,4056,46,0,4,,10,54,4,2,0,right,18
39,40,449114,453674,0,300,3700,4300,21,0,5,,0,54,5,9,0,left,4
40,41,459169,463830,463993,300,3600,4400,14,1,5,5,10,64,5,10,163,left,12
41,42,469091,473852,0,300,3503,4497,30,0,5,,2,64,5,13,0,left,19
42,43,479147,483423,0,300,3985,4015,23,0,5,,0,64,5,10,0,left,4
43,44,489202,493545,0,300,3910,4090,42,0,4,,0,64,4,2,0,right,10
44,45,499274,503901,0,300,3637,4363,19,0,5,,2,64,5,13,0,left,8
45,46,509330,514007,0,300,3583,4417,35,0,4,,0,64,4,9,0,right,14
46,47,519402,523929,0,300,3728,4272,23,0,4,,2,64,4,4,0,right,15
47,48,529458,533934,534132,300,3782,4218,43,1,5,5,0,64,5,7,198,left,11
48,49,539430,543789,0,300,3901,4099,18,0,4,,2,64,4,9,0,right,8
49,50,549485,554229,554380,300,3512,4488,22,1,5,5,0,64,5,5,151,left,15
50,51,559407,563950,0,300,3712,4288,49,0,4,,10,64,4,4,0,right,11
51,52,569496,574206,0,300,3549,4451,11,0,5,,2,64,5,8,0,left,18
52,53,579535,583861,0,300,3938,4062,48,0,5,,10,64,5,13,0,left,6
53,54,589623,593983,0,300,3893,4107,24,0,5,,0,64,5,2,0,left,18
54,55,599679,604089,0,300,3852,4148,25,0,4,,10,64,4,11,0,right,9
55,56,609734,614361,0,300,3632,4368,42,0,5,,2,64,5,8,0,left,8
56,57,619807,624317,0,300,3747,4253,39,0,4,,10,64,4,6,0,right,8
57,58,629879,634289,0,300,3852,4148,49,0,4,,2,64,4,11,0,right,11
58,59,639968,644294,0,300,3938,4062,33,0,5,,10,64,5,13,0,left,18
59,60,650040,654500,654639,300,3802,4198,18,1,4,4,2,66,4,11,139,right,17
60,61,659945,664438,664562,300,3767,4233,16,1,5,5,0,66,5,9,124,left,15
61,62,669833,674561,0,300,3538,4462,44,0,4,,10,66,4,15,0,right,17
62,63,679906,684616,0,300,3549,4451,42,0,5,,0,66,5,8,0,left,6
63,64,689978,694471,0,300,3760,4240,34,0,5,,10,66,5,2,0,left,8
64,65,700050,704760,0,300,3549,4451,28,0,4,,10,66,4,8,0,right,16
65,66,710106,714716,0,300,3643,4357,30,0,4,,2,66,4,2,0,right,6
