,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,78202,82595,0,280,3971,4049,13,0,5,,10,0,5,93,0,left,29
1,2,88374,92850,93062,290,3787,4223,46,1,5,5,2,2,5,2,212,left,37
2,3,98363,102672,102923,300,3953,4047,20,1,5,5,10,12,5,11,251,left,4
3,4,108435,112761,112980,290,3955,4055,49,1,4,4,0,12,4,20,219,right,64
4,5,118474,122883,123095,280,3874,4146,47,1,4,4,10,22,4,12,212,right,18
5,6,128512,133139,133365,270,3659,4371,50,1,5,5,0,22,5,5,226,left,36
6,7,138585,143128,143331,260,3758,4282,23,1,4,4,2,24,4,10,203,right,34
7,8,148590,153000,153201,250,3901,4149,45,1,4,4,0,24,4,10,201,right,10
8,9,158629,163222,163453,250,3725,4325,40,1,5,5,10,34,5,17,231,left,5
9,10,168684,173194,173405,250,3799,4251,36,1,5,5,0,34,5,8,211,left,9
10,11,178723,183149,183352,250,3891,4159,25,1,4,4,2,36,4,16,203,right,14
11,12,188745,193138,193367,250,3913,4137,41,1,4,4,0,36,4,5,229,right,8
12,13,198801,203327,203564,250,3789,4261,20,1,5,5,10,46,5,14,237,left,9
13,14,208856,213166,213375,250,3997,4053,22,1,4,4,2,48,4,6,209,right,13
14,15,218878,223355,223584,250,3838,4212,31,1,5,5,0,48,5,14,229,left,11
15,16,228934,233611,0,250,3629,4421,17,0,5,,2,48,5,5,0,left,19
16,17,238989,243533,243740,250,3766,4284,19,1,4,4,0,48,4,9,207,right,16
17,18,249011,253471,253680,250,3845,4205,13,1,5,5,2,50,5,4,209,left,14
18,19,259017,263360,0,250,3970,4080,49,0,4,,10,50,4,12,0,right,4
19,20,269106,273398,273645,250,4012,4038,24,1,5,5,2,52,5,3,247,left,18
20,21,279161,283437,283630,250,4031,4019,12,1,4,4,0,52,4,6,193,right,9
21,22,289150,293810,294025,250,3646,4404,26,1,5,5,2,54,5,5,215,left,5
22,23,299172,303732,303921,250,3757,4293,46,1,4,4,10,64,4,16,189,right,8
23,24,309194,313620,313834,250,3888,4162,21,1,4,4,2,66,4,13,214,right,4
24,25,319216,323926,324139,250,3603,4447,14,1,5,5,10,76,5,12,213,left,12
25,26,329238,333665,0,250,3887,4163,35,0,4,,0,76,4,13,0,right,19
26,27,339310,343603,0,250,4022,4028,46,0,5,,10,76,5,14,0,left,15
27,28,349382,353642,353836,250,4045,4005,49,1,5,5,2,78,5,4,194,left,4
28,29,359421,364132,364340,250,3592,4458,29,1,4,4,0,78,4,2,208,right,18
29,30,369443,374187,374381,250,3570,4480,19,1,5,5,0,78,5,13,194,left,4
30,31,379449,384076,384292,250,3683,4367,11,1,4,4,10,88,4,9,216,right,15
31,32,389454,394114,394339,250,3654,4396,37,1,5,5,2,90,5,13,225,left,6
32,33,399510,404136,0,250,3680,4370,39,0,4,,10,90,4,5,0,right,14
33,34,409582,414025,414250,250,3863,4187,46,1,4,4,0,90,4,5,225,right,11
34,35,419637,424331,424533,250,3623,4427,42,1,4,4,2,92,4,16,202,right,4
35,36,429676,434019,0,250,3965,4085,25,0,5,,10,92,5,7,0,left,8
36,37,439732,444459,0,250,3576,4474,18,0,4,,0,92,4,2,0,right,9
37,38,449787,454315,454521,250,3776,4274,49,1,4,4,2,94,4,2,206,right,15
38,39,459843,464536,464761,250,3614,4436,40,1,4,4,10,104,4,6,225,right,18
39,40,469898,474475,0,250,3726,4324,50,0,5,,0,104,5,2,0,left,10
40,41,479987,484480,484680,250,3818,4232,20,1,5,5,10,114,5,10,200,left,17
41,42,490009,494369,494599,250,3954,4096,39,1,5,5,2,116,5,13,230,left,30
42,43,500065,504591,504793,250,3789,4261,44,1,5,5,0,116,5,14,202,left,12
43,44,510103,514580,514791,250,3831,4219,23,1,4,4,0,116,4,7,211,right,6
44,45,520125,524769,524976,250,3659,4391,22,1,5,5,2,118,5,2,207,left,10
45,46,530147,534875,535073,250,3590,4460,21,1,4,4,0,118,4,17,198,right,11
46,47,540153,544629,544852,250,3837,4213,16,1,4,4,2,120,4,12,223,right,13
47,48,550192,554451,554662,250,4044,4006,31,1,5,5,0,120,5,2,211,left,18
48,49,560230,564857,565044,250,3690,4360,46,1,4,4,2,122,4,16,187,right,19
49,50,570253,574562,574800,250,3994,4056,45,1,5,5,0,122,5,2,238,left,5
50,51,580325,585002,585206,250,3632,4418,30,1,4,4,10,132,4,8,204,right,5
51,52,590347,595074,595288,250,3584,4466,16,1,5,5,2,134,5,10,214,left,4
52,53,600369,604896,605101,250,3778,4272,18,1,5,5,10,144,5,4,205,left,18
53,54,610391,614851,615064,250,3850,4200,25,1,5,5,0,144,5,9,213,left,15
