,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,119936,124329,124563,280,3932,4088,49,1,5,5,10,10,5,54,234,left,30
1,2,130075,134685,134888,270,3673,4357,41,1,5,5,2,12,5,2,203,left,52
2,3,140080,144657,144883,260,3727,4313,45,1,5,5,10,22,5,13,226,left,9
3,4,150169,154562,154764,250,3938,4112,18,1,4,4,0,22,4,30,202,right,39
4,5,160224,164600,164815,250,3932,4118,29,1,4,4,10,32,4,7,215,right,32
5,6,170280,174840,175069,250,3743,4307,44,1,5,5,0,32,5,2,229,left,38
6,7,180368,184628,184839,250,4047,4003,14,1,4,4,2,34,4,6,211,right,39
7,8,190390,194750,194963,250,3950,4100,27,1,4,4,0,34,4,9,213,right,19
8,9,200412,205106,205330,250,3613,4437,50,1,5,5,10,44,5,6,224,left,6
9,10,210484,214911,0,250,3881,4169,30,0,5,,0,44,5,7,0,left,16
10,11,220557,225200,225427,250,3662,4388,42,1,4,4,2,46,4,4,227,right,20
11,12,230612,235322,235516,250,3602,4448,15,1,4,4,0,46,4,11,194,right,8
12,13,240617,245311,245523,250,3611,4439,26,1,5,5,10,56,5,4,212,left,18
13,14,250639,254932,255124,250,4020,4030,46,1,4,4,2,58,4,12,192,right,7
14,15,260661,265272,265474,250,3700,4350,20,1,5,5,0,58,5,10,202,left,4
15,16,270683,275294,275493,250,3699,4351,40,1,5,5,2,60,5,9,199,left,13
16,17,280705,285332,285507,250,3689,4361,47,1,4,4,0,60,4,15,175,right,10
17,18,290727,295454,295661,250,3587,4463,50,1,5,5,2,62,5,13,207,left,19
18,19,300783,305126,305310,250,3963,4087,16,1,4,4,10,72,4,5,184,right,17
19,20,310788,315148,315363,250,3944,4106,12,1,5,5,2,74,5,3,215,left,17
20,21,320793,325136,325334,250,3962,4088,46,1,4,4,0,74,4,4,198,right,4
21,22,330815,335426,335655,250,3706,4344,36,1,5,5,2,76,5,16,229,left,4
22,23,340871,345381,345576,250,3807,4243,28,1,4,4,10,86,4,16,195,right,14
23,24,350876,355420,355606,250,3764,4286,31,1,4,4,2,88,4,7,186,right,5
24,25,360898,365308,365541,250,3900,4150,24,1,5,5,10,98,5,9,233,left,19
25,26,370937,375297,375523,250,3946,4104,12,1,4,4,0,98,4,5,226,right,9
26,27,380959,385703,385948,250,3567,4483,30,1,5,5,10,108,5,10,245,left,5
27,28,391031,395524,395741,250,3818,4232,49,1,5,5,2,110,5,10,217,left,20
28,29,401086,405379,405518,250,4023,4027,46,1,4,4,0,110,4,15,139,right,17
29,30,411058,415785,415981,250,3581,4469,24,1,5,5,0,110,5,7,196,left,4
30,31,421064,425691,425904,250,3684,4366,39,1,4,4,10,120,4,10,213,right,10
31,32,431102,435562,435780,250,3857,4193,42,1,5,5,2,122,5,16,218,left,11
32,33,441158,445835,446068,250,3636,4414,38,1,4,4,10,132,4,12,233,right,8
33,34,451213,455489,455687,250,4040,4010,31,1,4,4,0,132,4,15,198,right,12
34,35,461235,465612,465833,250,3939,4111,34,1,4,4,2,134,4,15,221,right,19
35,36,471291,475734,475961,250,3875,4175,29,1,5,5,10,144,5,17,227,left,16
36,37,481329,485856,486078,250,3786,4264,31,1,4,4,0,144,4,12,222,right,3
37,38,491385,495744,495966,250,3953,4097,41,1,4,4,2,146,4,11,222,right,19
38,39,501440,505800,506009,250,3953,4097,42,1,4,4,10,156,4,12,209,right,9
39,40,511479,515855,0,250,3937,4113,46,0,5,,0,156,5,12,0,left,8
40,41,521551,526195,0,250,3659,4391,10,0,5,,10,156,5,2,0,left,4
41,42,531590,535866,536052,250,4036,4014,49,1,5,5,2,158,5,11,186,left,7
42,43,541629,545988,546189,250,3947,4103,27,1,5,5,0,158,5,5,201,left,18
43,44,551651,556277,556511,250,3680,4370,25,1,4,4,0,158,4,5,234,right,7
44,45,561706,566283,566502,250,3733,4317,46,1,5,5,2,160,5,9,219,left,8
45,46,571761,576255,576457,250,3817,4233,45,1,4,4,0,160,4,10,202,right,4
46,47,581800,586126,586316,250,3977,4073,30,1,4,4,2,162,4,2,190,right,5
47,48,591805,596367,596564,250,3741,4309,16,1,5,5,0,162,5,2,197,left,3
48,49,601794,606237,606397,250,3873,4177,26,1,4,4,2,164,4,15,160,right,17
49,50,611766,616092,616327,250,3986,4064,37,1,5,5,0,164,5,11,235,left,7
50,51,621838,626248,626411,250,3906,4144,29,1,4,4,10,174,4,15,163,right,13
51,52,631810,636103,636324,250,4014,4036,30,1,5,5,2,176,5,6,221,left,4
52,53,641849,646576,646764,250,3582,4468,45,1,5,5,10,186,5,8,188,left,4
53,54,651871,656314,656540,250,3861,4189,13,1,5,5,0,186,5,3,226,left,5
54,55,661893,666570,666760,250,3637,4413,38,1,4,4,10,196,4,13,190,right,4
55,56,671915,676191,676416,250,4027,4023,48,1,5,5,2,198,5,2,225,left,12
56,57,681987,686615,686768,250,3675,4375,46,1,4,4,10,208,4,2,153,right,19
57,58,691975,696469,696666,250,3820,4230,15,1,4,4,2,210,4,13,197,right,19
58,59,701981,706290,706485,250,3996,4054,46,1,5,5,10,220,5,4,195,left,19
59,60,712019,716379,716526,250,3957,4093,19,1,4,4,2,222,4,16,147,right,20
60,61,721975,726351,726569,250,3933,4117,35,1,5,5,0,222,5,8,218,left,15
