,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,125764,130257,130487,280,3834,4186,13,1,5,5,10,10,5,56,230,left,64
1,2,135853,140530,140752,270,3606,4424,46,1,5,5,2,12,5,2,222,left,38
2,3,145875,150217,150415,260,3960,4080,41,1,5,5,10,22,5,11,198,left,5
3,4,155931,160240,160445,250,4035,4015,44,1,4,4,0,22,4,28,205,right,43
4,5,166019,170529,170688,250,3798,4252,14,1,4,4,10,32,4,7,159,right,23
5,6,176008,180434,180646,250,3891,4159,18,1,5,5,0,32,5,16,212,left,37
6,7,186046,190423,190612,250,3934,4116,43,1,4,4,2,34,4,10,189,right,32
7,8,196068,200445,200671,250,3930,4120,46,1,4,4,0,34,4,6,226,right,7
8,9,206124,210701,210712,250,3738,4312,50,1,5,5,10,44,5,14,11,left,4
9,10,215979,220255,220494,250,4029,4021,49,1,5,5,0,44,5,4,239,left,17
10,11,226068,230761,230948,250,3613,4437,20,1,4,4,2,46,4,5,187,right,18
11,12,236073,240700,240911,250,3683,4367,31,1,4,4,0,46,4,9,211,right,13
12,13,246112,250856,251047,250,3565,4485,18,1,5,5,10,56,5,8,191,left,19
13,14,256117,260610,260794,250,3822,4228,44,1,4,4,2,58,4,14,184,right,15
14,15,266123,270883,271086,250,3553,4497,33,1,5,5,0,58,5,12,203,left,7
15,16,276161,280504,280694,250,3966,4084,20,1,5,5,2,60,5,8,190,left,17
16,17,286167,290694,290905,250,3776,4274,47,1,4,4,0,60,4,2,211,right,14
17,18,296205,300699,300888,250,3818,4232,27,1,5,5,2,62,5,11,189,left,3
18,19,306211,310605,310777,250,3909,4141,21,1,4,4,10,72,4,2,172,right,7
19,20,316199,320526,320736,250,3981,4069,45,1,5,5,2,74,5,7,210,left,12
20,21,326238,330999,331209,250,3555,4495,22,1,4,4,0,74,4,15,210,right,5
21,22,336260,340920,341116,250,3644,4406,11,1,5,5,2,76,5,3,196,left,11
22,23,346249,350876,351049,250,3691,4359,37,1,4,4,10,86,4,17,173,right,6
23,24,356254,360747,360959,250,3819,4231,26,1,4,4,2,88,4,11,212,right,12
24,25,366276,370586,370776,250,4002,4048,36,1,5,5,10,98,5,11,190,left,7
25,26,376298,380808,0,250,3802,4248,27,0,4,,0,98,4,11,0,right,14
26,27,386354,390648,0,250,4009,4041,31,0,5,,10,98,5,2,0,left,7
27,28,396426,400986,401212,250,3750,4300,29,1,5,5,2,100,5,9,226,left,18
28,29,406465,410874,411053,250,3897,4153,43,1,4,4,0,100,4,5,179,right,5
29,30,416470,420930,421131,250,3849,4201,45,1,5,5,0,100,5,8,201,left,7
30,31,426509,430885,431062,250,3938,4112,47,1,4,4,10,110,4,13,177,right,5
31,32,436514,441208,441434,250,3623,4427,44,1,5,5,2,112,5,16,226,left,3
32,33,446570,451063,451268,250,3818,4232,15,1,4,4,10,122,4,10,205,right,6
33,34,456592,461235,0,250,3666,4384,13,0,4,,0,122,4,8,0,right,19
34,35,466630,471174,471341,250,3769,4281,30,1,4,4,2,124,4,12,167,right,3
35,36,476619,481296,481517,250,3629,4421,11,1,5,5,10,134,5,5,221,left,3
36,37,486641,491151,491375,250,3807,4243,10,1,4,4,0,134,4,16,224,right,6
37,38,496663,501223,501401,250,3753,4297,40,1,4,4,2,136,4,12,178,right,7
38,39,506669,511412,511589,250,3569,4481,22,1,4,4,10,146,4,11,177,right,11
39,40,516657,521384,0,250,3588,4462,13,0,5,,0,146,5,14,0,left,11
40,41,526696,531056,531242,250,3952,4098,11,1,5,5,10,156,5,11,186,left,4
41,42,536685,541078,541279,250,3911,4139,21,1,5,5,2,158,5,3,201,left,6
42,43,546707,551300,0,250,3718,4332,17,0,5,,0,158,5,10,0,left,13
43,44,556762,561406,0,250,3669,4381,14,0,4,,0,158,4,12,0,right,16
44,45,566818,571495,571744,250,3632,4418,48,1,5,5,2,160,5,8,249,left,20
45,46,576906,581567,0,250,3649,4401,18,0,4,,0,160,4,9,0,right,18
46,47,586962,591338,591571,250,3936,4114,14,1,4,4,2,162,4,11,233,right,16
47,48,597001,601744,0,250,3573,4477,25,0,5,,0,162,5,15,0,left,20
48,49,607056,611516,0,250,3855,4195,36,0,4,,2,162,4,14,0,right,8
49,50,617128,621688,0,250,3754,4296,40,0,5,,0,162,5,13,0,left,14
50,51,627200,631911,632125,250,3606,4444,35,1,4,4,10,172,4,16,214,right,10
51,52,637239,641565,641787,250,3990,4060,16,1,5,5,2,174,5,15,222,left,15
52,53,647278,651988,652204,250,3600,4450,42,1,5,5,10,184,5,9,216,left,17
53,54,657317,661960,0,250,3662,4388,47,0,5,,0,184,5,4,0,left,8
54,55,667389,671782,671974,250,3912,4138,31,1,4,4,10,194,4,4,192,right,3
55,56,677411,681904,682108,250,3814,4236,29,1,5,5,2,196,5,6,204,left,19
56,57,687433,691926,692158,250,3824,4226,39,1,4,4,10,206,4,16,232,right,4
57,58,697488,701932,702175,250,3870,4180,16,1,4,4,2,208,4,13,243,right,11
58,59,707544,711954,0,250,3894,4156,38,0,5,,10,208,5,3,0,left,17
59,60,717616,722260,722464,250,3660,4390,12,1,4,4,2,210,4,3,204,right,12
60,61,727621,732081,732313,250,3851,4199,37,1,5,5,0,210,5,10,232,left,4
61,62,737677,742421,742625,250,3572,4478,47,1,4,4,10,220,4,15,204,right,13
62,63,747732,752042,0,250,3999,4051,33,0,5,,0,220,5,8,0,left,19
63,64,757805,762398,0,250,3721,4329,41,0,5,,10,220,5,13,0,left,18
64,65,767877,772153,0,250,4033,4017,49,0,4,,10,220,4,8,0,right,9
65,66,777966,782442,782650,250,3835,4215,15,1,4,4,2,222,4,10,208,right,18
