,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,115650,120412,120621,280,3542,4478,27,1,5,5,10,10,5,33,209,left,47
1,2,125705,130182,130360,270,3815,4215,20,1,5,5,2,12,5,11,178,left,38
2,3,135677,140354,140555,260,3626,4414,31,1,5,5,10,22,5,12,201,left,13
3,4,145716,150060,150296,250,3972,4078,32,1,4,4,0,22,4,15,236,right,36
4,5,155788,160232,160420,250,3864,4186,38,1,4,4,10,32,4,7,188,right,18
5,6,165827,170254,170452,250,3885,4165,28,1,5,5,0,32,5,11,198,left,29
6,7,175866,180510,180681,250,3669,4381,34,1,4,4,2,34,4,12,171,right,39
7,8,185871,190164,190357,250,4025,4025,15,1,4,4,0,34,4,17,193,right,16
8,9,195877,200403,200604,250,3781,4269,50,1,5,5,10,44,5,6,201,left,18
9,10,205932,210643,210873,250,3596,4454,24,1,5,5,0,44,5,6,230,left,17
10,11,215971,220230,220404,250,4050,4000,30,1,4,4,2,46,4,8,174,right,9
11,12,225960,230369,230558,250,3903,4147,34,1,4,4,0,46,4,11,189,right,4
12,13,235982,240508,240711,250,3784,4266,33,1,5,5,10,56,5,9,203,left,16
13,14,246021,250531,250740,250,3807,4243,36,1,4,4,2,58,4,16,209,right,17
14,15,256059,260553,260766,250,3813,4237,31,1,5,5,0,58,5,6,213,left,14
15,16,266098,270441,270654,250,3964,4086,29,1,5,5,2,60,5,6,213,left,19
16,17,276120,280714,280759,250,3713,4337,30,1,4,4,0,60,4,6,45,right,4
17,18,285975,290686,290917,250,3597,4453,32,1,5,5,2,62,5,7,231,left,3
18,19,296031,300674,300854,250,3667,4383,18,1,4,4,10,72,4,9,180,right,18
19,20,306020,310747,310948,250,3584,4466,25,1,5,5,2,74,5,10,201,left,16
20,21,316042,320401,320581,250,3952,4098,31,1,4,4,0,74,4,10,180,right,9
21,22,326047,330624,330789,250,3731,4319,20,1,5,5,2,76,5,7,165,left,19
22,23,336019,340663,340834,250,3665,4385,33,1,4,4,10,86,4,8,171,right,13
23,24,346024,350685,350854,250,3653,4397,34,1,4,4,2,88,4,13,169,right,17
24,25,356030,360723,360734,250,3616,4434,18,1,5,5,10,98,5,8,11,left,16
25,26,365851,370345,370538,250,3812,4238,50,1,4,4,0,98,4,5,193,right,15
26,27,375890,380200,380391,250,3998,4052,20,1,5,5,10,108,5,7,191,left,17
27,28,385896,390389,390588,250,3812,4238,15,1,5,5,2,110,5,4,199,left,14
28,29,395901,400628,400814,250,3586,4464,26,1,4,4,0,110,4,12,186,right,18
29,30,405906,410567,0,250,3648,4402,37,0,5,,0,110,5,8,0,left,7
30,31,415979,420706,420882,250,3591,4459,49,1,4,4,10,120,4,17,176,right,14
31,32,426001,430294,430487,250,4010,4040,38,1,5,5,2,122,5,2,193,left,17
32,33,436023,440751,440802,250,3575,4475,27,1,4,4,10,132,4,2,51,right,12
33,34,445894,450588,450778,250,3617,4433,50,1,4,4,0,132,4,10,190,right,6
34,35,455933,460677,0,250,3573,4477,32,0,4,,2,132,4,16,0,right,17
35,36,466005,470415,0,250,3893,4157,31,0,5,,10,132,5,2,0,left,18
36,37,476078,480654,480848,250,3739,4311,23,1,4,4,0,132,4,14,194,right,19
37,38,486083,490459,0,250,3929,4121,32,0,4,,2,132,4,4,0,right,10
38,39,496155,500882,0,250,3590,4460,28,0,4,,10,132,4,16,0,right,18
39,40,506211,510587,510778,250,3934,4116,14,1,5,5,0,132,5,9,191,left,6
40,41,516216,520592,520759,250,3938,4112,14,1,5,5,10,142,5,13,167,left,19
41,42,526188,530731,530892,250,3763,4287,33,1,5,5,2,144,5,5,161,left,19
42,43,536177,540436,540624,250,4050,4000,25,1,5,5,0,144,5,8,188,left,17
43,44,546182,550792,550943,250,3701,4349,32,1,4,4,0,144,4,10,151,right,8
44,45,556171,560814,0,250,3660,4390,10,0,5,,2,144,5,2,0,left,18
45,46,566210,570803,571044,250,3715,4335,34,1,4,4,0,144,4,7,241,right,7
46,47,576282,580859,581057,250,3728,4322,13,1,4,4,2,146,4,4,198,right,16
47,48,586270,590563,0,250,4018,4032,11,0,5,,0,146,5,10,0,left,3
48,49,596309,600752,0,250,3874,4176,26,0,4,,2,146,4,16,0,right,5
49,50,606365,611043,611287,250,3625,4425,35,1,5,5,0,146,5,2,244,left,8
50,51,616437,620797,0,250,3956,4094,32,0,4,,10,146,4,15,0,right,15
51,52,626509,631119,631337,250,3707,4343,24,1,5,5,2,148,5,16,218,left,18
52,53,636548,640992,641208,250,3859,4191,21,1,5,5,10,158,5,2,216,left,9
53,54,646570,651331,651535,250,3557,4493,13,1,5,5,0,158,5,17,204,left,11
54,55,656575,661035,661228,250,3850,4200,28,1,4,4,10,168,4,9,193,right,3
55,56,666581,671224,671442,250,3663,4387,15,1,5,5,2,170,5,5,218,left,6
56,57,676620,681079,681316,250,3858,4192,29,1,4,4,10,180,4,16,237,right,19
57,58,686675,691051,691267,250,3939,4111,36,1,4,4,2,182,4,14,216,right,4
58,59,696714,701090,701288,250,3933,4117,41,1,5,5,10,192,5,8,198,left,14
59,60,706736,711329,711527,250,3720,4330,37,1,4,4,2,194,4,12,198,right,9
60,61,716758,721034,721258,250,4038,4012,29,1,5,5,0,194,5,13,224,left,13
61,62,726797,731257,731440,250,3856,4194,14,1,4,4,10,204,4,15,183,right,5
62,63,736786,741095,741295,250,4001,4049,46,1,5,5,0,204,5,9,200,left,20
63,64,746808,751201,751406,250,3922,4128,14,1,5,5,10,214,5,14,205,left,4
64,65,756830,761123,0,250,4020,4030,28,0,4,,10,214,4,12,0,right,20
65,66,766885,771463,0,250,3725,4325,17,0,4,,2,214,4,2,0,right,5
