,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,106377,110836,0,280,3849,4171,25,0,5,,10,0,5,37,0,left,47
1,2,116499,120825,121019,290,3944,4066,37,1,5,5,2,2,5,9,194,left,25
2,3,126488,130931,131115,300,3811,4189,17,1,5,5,10,12,5,3,184,left,13
3,4,136443,140986,141171,290,3751,4259,38,1,4,4,0,12,4,33,185,right,16
4,5,146465,151025,151209,280,3718,4302,16,1,4,4,10,22,4,7,184,right,29
5,6,156454,160747,161002,270,4004,4026,14,1,5,5,0,22,5,16,255,left,34
6,7,166526,170852,171052,260,3972,4068,31,1,4,4,2,24,4,7,200,right,36
7,8,176531,180958,181149,250,3886,4164,28,1,4,4,0,24,4,12,191,right,19
8,9,186537,191297,191473,250,3553,4497,30,1,5,5,10,34,5,12,176,left,6
9,10,196525,201052,201268,250,3780,4270,16,1,5,5,0,34,5,6,216,left,3
10,11,206547,211241,211450,250,3617,4433,36,1,4,4,2,36,4,10,209,right,17
11,12,216586,220929,221094,250,3962,4088,17,1,4,4,0,36,4,4,165,right,14
12,13,226558,230952,231122,250,3909,4141,29,1,5,5,10,46,5,2,170,left,16
13,14,236530,241291,241455,250,3552,4498,11,1,4,4,2,48,4,12,164,right,3
14,15,246486,250879,251062,250,3915,4135,23,1,5,5,0,48,5,7,183,left,6
15,16,256491,261203,261370,250,3591,4459,49,1,5,5,2,50,5,2,167,left,11
16,17,266496,271223,271413,250,3584,4466,44,1,4,4,0,50,4,10,190,right,17
17,18,276518,281078,281257,250,3757,4293,45,1,5,5,2,52,5,16,179,left,6
18,19,286524,290833,291008,250,3994,4056,24,1,4,4,10,62,4,2,175,right,5
19,20,296512,301039,301214,250,3787,4263,43,1,5,5,2,64,5,13,175,left,9
20,21,306518,311029,311227,250,3792,4258,24,1,4,4,0,64,4,2,198,right,7
21,22,316507,320849,321047,250,3965,4085,14,1,5,5,2,66,5,6,198,left,9
22,23,326495,331172,331395,250,3630,4420,49,1,4,4,10,76,4,6,223,right,3
23,24,336567,340860,341060,250,4017,4033,27,1,4,4,2,78,4,9,200,right,17
24,25,346573,351250,351420,250,3627,4423,13,1,5,5,10,88,5,3,170,left,7
25,26,356545,361205,361385,250,3644,4406,37,1,4,4,0,88,4,3,180,right,4
26,27,366550,371144,371325,250,3713,4337,41,1,5,5,10,98,5,6,181,left,13
27,28,376556,381149,381322,250,3714,4336,43,1,5,5,2,100,5,6,173,left,10
28,29,386561,390870,391050,250,4000,4050,17,1,4,4,0,100,4,8,180,right,7
29,30,396550,401110,401312,250,3757,4293,20,1,5,5,0,100,5,16,202,left,17
30,31,406572,410881,411048,250,4000,4050,34,1,4,4,10,110,4,8,167,right,14
31,32,416560,420887,421074,250,3991,4059,46,1,5,5,2,112,5,17,187,left,16
32,33,426582,431076,0,250,3821,4229,42,0,4,,10,112,4,14,0,right,4
33,34,436655,441031,0,250,3932,4118,48,0,4,,0,112,4,7,0,right,8
