,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,142013,146773,146995,280,3551,4469,25,1,5,5,10,10,5,40,222,left,47
1,2,152085,156361,156608,270,4014,4016,33,1,5,5,2,12,5,9,247,left,42
2,3,162141,166868,167055,260,3567,4473,50,1,5,5,10,22,5,3,187,left,18
3,4,172179,176472,176691,250,4025,4025,18,1,4,4,0,22,4,17,219,right,33
4,5,182235,186711,186907,250,3831,4219,22,1,4,4,10,32,4,6,196,right,32
5,6,192274,196550,196767,250,4041,4009,45,1,5,5,0,32,5,16,217,left,45
6,7,202346,206689,206895,250,3962,4088,14,1,4,4,2,34,4,4,206,right,39
7,8,212368,216895,217139,250,3791,4259,24,1,4,4,0,34,4,17,244,right,19
8,9,222423,226733,226914,250,4004,4046,33,1,5,5,10,44,5,13,181,left,9
9,10,232429,236805,237017,250,3933,4117,31,1,5,5,0,44,5,8,212,left,17
10,11,242468,246727,246911,250,4047,4003,38,1,4,4,2,46,4,5,184,right,19
11,12,252490,257100,257290,250,3694,4356,13,1,4,4,0,46,4,3,190,right,12
12,13,262478,267055,267246,250,3736,4314,27,1,5,5,10,56,5,12,191,left,3
13,14,272484,277178,277401,250,3621,4429,45,1,4,4,2,58,4,14,223,right,7
14,15,282539,286983,287184,250,3872,4178,32,1,5,5,0,58,5,15,201,left,5
15,16,292578,297188,297434,250,3704,4346,48,1,5,5,2,60,5,13,246,left,18
16,17,302667,307411,307595,250,3574,4476,22,1,4,4,0,60,4,17,184,right,19
17,18,312672,317032,317223,250,3950,4100,27,1,5,5,2,62,5,9,191,left,10
18,19,322678,326987,327235,250,4004,4046,49,1,4,4,10,72,4,12,248,right,7
19,20,332767,337444,0,250,3636,4414,32,0,5,,2,72,5,12,0,left,18
20,21,342839,347516,347751,250,3634,4416,21,1,4,4,0,72,4,10,235,right,18
21,22,352895,357304,357501,250,3904,4146,27,1,5,5,2,74,5,12,197,left,13
22,23,362900,367543,367749,250,3663,4387,40,1,4,4,10,84,4,5,206,right,6
23,24,372939,377265,377452,250,3992,4058,27,1,4,4,2,86,4,17,187,right,10
24,25,382944,387454,387674,250,3799,4251,42,1,5,5,10,96,5,8,220,left,5
25,26,393000,397710,397920,250,3600,4450,35,1,4,4,0,96,4,9,210,right,8
26,27,403038,407348,407527,250,3998,4052,39,1,5,5,10,106,5,7,179,left,15
27,28,413044,417671,417856,250,3685,4365,37,1,5,5,2,108,5,11,185,left,11
28,29,423066,427409,0,250,3968,4082,31,0,4,,0,108,4,10,0,right,13
29,30,433138,437849,438048,250,3605,4445,21,1,5,5,0,108,5,15,199,left,19
30,31,443144,447687,447883,250,3771,4279,49,1,4,4,10,118,4,13,196,right,13
31,32,453182,457692,457888,250,3802,4248,50,1,5,5,2,120,5,11,196,left,17
32,33,463221,467898,0,250,3627,4423,40,0,4,,10,120,4,3,0,right,17
33,34,473293,477569,0,250,4034,4016,43,0,4,,0,120,4,9,0,right,10
34,35,483366,487876,488066,250,3803,4247,38,1,4,4,2,122,4,12,190,right,8
35,36,493388,498015,498253,250,3688,4362,17,1,5,5,10,132,5,14,238,left,12
36,37,503443,507987,508208,250,3774,4276,19,1,4,4,0,132,4,17,221,right,16
37,38,513482,517925,518138,250,3860,4190,49,1,4,4,2,134,4,2,213,right,14
38,39,523537,528248,0,250,3593,4457,42,0,4,,10,134,4,3,0,right,17
39,40,533610,538237,538471,250,3689,4361,37,1,5,5,0,134,5,15,234,left,8
40,41,543682,547958,548193,250,4030,4020,49,1,5,5,10,144,5,5,235,left,13
41,42,553771,558264,558476,250,3815,4235,13,1,5,5,2,146,5,7,212,left,18
42,43,563776,568102,568282,250,3977,4073,16,1,5,5,0,146,5,2,180,left,3
43,44,573765,578125,578350,250,3947,4103,36,1,4,4,0,146,4,6,225,right,17
44,45,583820,588380,588571,250,3743,4307,24,1,5,5,2,148,5,2,191,left,14
45,46,593826,598252,598450,250,3878,4172,46,1,4,4,0,148,4,3,198,right,10
46,47,603848,608576,608811,250,3575,4475,28,1,4,4,2,150,4,2,235,right,4
47,48,613903,618547,0,250,3660,4390,32,0,5,,0,150,5,3,0,left,5
48,49,623976,628452,628691,250,3833,4217,50,1,4,4,2,152,4,8,239,right,18
49,50,634065,638441,0,250,3933,4117,24,0,5,,0,152,5,8,0,left,17
50,51,644120,648613,648826,250,3814,4236,45,1,4,4,10,162,4,6,213,right,9
51,52,654159,658802,659029,250,3663,4387,42,1,5,5,2,164,5,5,227,left,5
52,53,664214,668841,669050,250,3678,4372,12,1,5,5,10,174,5,4,209,left,8
53,54,674220,678763,678995,250,3760,4290,49,1,5,5,0,174,5,2,232,left,5
54,55,684292,688986,689176,250,3616,4434,19,1,4,4,10,184,4,9,190,right,18
55,56,694297,698774,0,250,3827,4223,26,0,5,,2,184,5,3,0,left,14
56,57,704353,709097,0,250,3570,4480,45,0,4,,10,184,4,13,0,right,8
57,58,714425,718968,0,250,3771,4279,30,0,4,,2,184,4,13,0,right,5
58,59,724481,728807,729056,250,3986,4064,47,1,5,5,10,194,5,11,249,left,4
59,60,734570,739330,739562,250,3554,4496,29,1,4,4,2,196,4,13,232,right,20
60,61,744608,749185,0,250,3734,4316,48,0,5,,0,196,5,10,0,left,4
61,62,754697,759324,759550,250,3690,4360,21,1,4,4,10,206,4,16,226,right,19
62,63,764736,769398,769595,250,3641,4409,36,1,5,5,0,206,5,2,197,left,12
63,64,774741,779185,0,250,3863,4187,10,0,5,,10,206,5,6,0,left,13
64,65,784780,789257,789491,250,3831,4219,27,1,4,4,10,216,4,7,234,right,6
65,66,794836,799596,799810,250,3556,4494,34,1,4,4,2,218,4,15,214,right,7
