,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,74424,78817,79040,280,3967,4053,41,1,5,5,10,10,5,89,223,left,47
1,2,84580,89107,89345,270,3757,4273,40,1,5,5,2,12,5,3,238,left,43
2,3,94619,98895,99122,260,4028,4012,19,1,5,5,10,22,5,13,227,left,10
3,4,104691,109184,109420,250,3833,4217,45,1,4,4,0,22,4,25,236,right,48
4,5,114797,119307,119545,250,3800,4250,19,1,4,4,10,32,4,9,238,right,22
5,6,124885,129496,129736,250,3698,4352,14,1,5,5,0,32,5,8,240,left,47
6,7,134958,139635,139847,250,3627,4423,23,1,4,4,2,34,4,3,212,right,36
7,8,144980,149590,149809,250,3694,4356,36,1,4,4,0,34,4,3,219,right,11
8,9,155035,159428,159652,250,3913,4137,14,1,5,5,10,44,5,5,224,left,14
9,10,165074,169434,0,250,3952,4098,14,0,5,,0,44,5,11,0,left,19
10,11,175130,179673,179904,250,3769,4281,44,1,4,4,2,46,4,11,231,right,20
11,12,185185,189511,189744,250,3988,4062,17,1,4,4,0,46,4,13,233,right,6
12,13,195224,199951,200175,250,3586,4464,31,1,5,5,10,56,5,12,224,left,16
13,14,205280,209572,209806,250,4022,4028,28,1,4,4,2,58,4,13,234,right,20
14,15,215318,219728,219971,250,3900,4150,29,1,5,5,0,58,5,9,243,left,5
15,16,225374,229767,230000,250,3919,4131,50,1,5,5,2,60,5,11,233,left,4
16,17,235446,239990,240219,250,3773,4277,10,1,4,4,0,60,4,16,229,right,17
17,18,245468,250145,0,250,3626,4424,37,0,5,,2,60,5,2,0,left,6
18,19,255541,260251,260485,250,3598,4452,17,1,4,4,10,70,4,7,234,right,14
19,20,265596,270139,270357,250,3771,4279,16,1,5,5,2,72,5,13,218,left,16
20,21,275635,280329,280574,250,3615,4435,21,1,4,4,0,72,4,8,245,right,18
21,22,285690,290217,290451,250,3783,4267,44,1,5,5,2,74,5,9,234,left,12
22,23,295746,300206,300438,250,3853,4197,24,1,4,4,10,84,4,12,232,right,6
23,24,305785,310462,310709,250,3632,4418,28,1,4,4,2,86,4,8,247,right,10
24,25,315840,320567,320781,250,3588,4462,45,1,5,5,10,96,5,14,214,left,5
25,26,325879,330422,330668,250,3771,4279,17,1,4,4,0,96,4,13,246,right,5
26,27,335935,340445,0,250,3795,4255,10,0,5,,10,96,5,4,0,left,17
27,28,345973,350316,350535,250,3967,4083,48,1,5,5,2,98,5,9,219,left,6
28,29,356046,360689,0,250,3668,4382,35,0,4,,0,98,4,10,0,right,19
29,30,366118,370645,370875,250,3790,4260,25,1,5,5,0,98,5,16,230,left,15
30,31,376157,380884,381083,250,3585,4465,23,1,4,4,10,108,4,11,199,right,9
31,32,386162,390706,390902,250,3765,4285,18,1,5,5,2,110,5,8,196,left,10
32,33,396168,400594,400777,250,3884,4166,24,1,4,4,10,120,4,9,183,right,16
33,34,406156,410716,410909,250,3745,4305,35,1,4,4,0,120,4,4,193,right,9
34,35,416178,420755,420932,250,3741,4309,22,1,4,4,2,122,4,17,177,right,15
35,36,426167,430677,430880,250,3797,4253,16,1,5,5,10,132,5,6,203,left,11
36,37,436189,440716,0,250,3785,4265,21,0,4,,0,132,4,11,0,right,17
37,38,446245,450588,450761,250,3963,4087,45,1,4,4,2,134,4,5,173,right,13
38,39,456250,460610,460775,250,3955,4095,20,1,4,4,10,144,4,14,165,right,5
39,40,466222,470515,470744,250,4013,4037,46,1,5,5,0,144,5,5,229,left,13
40,41,476278,480637,480832,250,3947,4103,29,1,5,5,10,154,5,5,195,left,4
41,42,486283,490843,491057,250,3748,4302,20,1,5,5,2,156,5,7,214,left,4
42,43,496305,500631,500848,250,3979,4071,16,1,5,5,0,156,5,4,217,left,13
43,44,506327,510670,510870,250,3972,4078,21,1,4,4,0,156,4,14,200,right,17
44,45,516333,520626,520811,250,4019,4031,17,1,5,5,2,158,5,11,185,left,13
45,46,526338,530798,0,250,3850,4200,20,0,4,,0,158,4,9,0,right,16
46,47,536394,540837,541058,250,3862,4188,31,1,4,4,2,160,4,4,221,right,14
47,48,546449,550742,0,250,4013,4037,32,0,5,,0,160,5,5,0,left,19
48,49,556521,561282,561469,250,3556,4494,33,1,4,4,2,162,4,16,187,right,18
49,50,566544,571104,571353,250,3747,4303,47,1,5,5,0,162,5,6,249,left,18
50,51,576633,581176,581384,250,3760,4290,31,1,4,4,10,172,4,2,208,right,20
51,52,586671,590981,591205,250,3997,4053,43,1,5,5,2,174,5,6,224,left,19
52,53,596727,601387,601591,250,3643,4407,23,1,5,5,10,184,5,2,204,left,7
53,54,606749,611058,611302,250,4006,4044,34,1,5,5,0,184,5,14,244,left,10
54,55,616821,621097,621305,250,4034,4016,20,1,4,4,10,194,4,9,208,right,16
55,56,626843,631370,631611,250,3776,4274,26,1,5,5,2,196,5,2,241,left,13
56,57,636899,641493,641699,250,3709,4341,24,1,4,4,10,206,4,2,206,right,8
57,58,646921,651364,0,250,3870,4180,11,0,4,,2,206,4,12,0,right,9
58,59,656960,661386,661594,250,3891,4159,45,1,5,5,10,216,5,16,208,left,6
59,60,666999,671692,671891,250,3620,4430,33,1,4,4,2,218,4,12,199,right,5
60,61,677021,681748,0,250,3588,4462,44,0,5,,0,218,5,14,0,left,17
61,62,687093,691853,692043,250,3555,4495,15,1,4,4,10,228,4,14,190,right,6
