,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,92583,96860,97070,280,4012,4008,15,1,5,5,10,10,5,18,210,left,47
1,2,102622,107048,107240,270,3866,4164,46,1,5,5,2,12,5,11,192,left,35
2,3,112644,117087,117288,260,3862,4178,10,1,5,5,10,22,5,14,201,left,21
3,4,122683,126975,127187,250,4030,4020,37,1,4,4,0,22,4,21,212,right,40
4,5,132755,137398,137628,250,3662,4388,48,1,4,4,10,32,4,4,230,right,30
5,6,142844,147187,147386,250,3961,4089,44,1,5,5,0,32,5,3,199,left,36
6,7,152882,157359,157545,250,3833,4217,24,1,4,4,2,34,4,9,186,right,22
7,8,162888,167414,167618,250,3787,4263,39,1,4,4,0,34,4,12,204,right,10
8,9,172927,177320,177503,250,3922,4128,35,1,5,5,10,44,5,14,183,left,12
9,10,182932,187225,187428,250,4021,4029,23,1,5,5,0,44,5,13,203,left,15
10,11,192954,197564,197747,250,3703,4347,50,1,4,4,2,46,4,12,183,right,10
11,12,202976,207352,207560,250,3940,4110,34,1,4,4,0,46,4,15,208,right,17
12,13,213015,217608,217807,250,3710,4340,44,1,5,5,10,56,5,2,199,left,16
13,14,223037,227313,227514,250,4035,4015,13,1,4,4,2,58,4,10,201,right,6
14,15,233042,237485,237711,250,3863,4187,15,1,5,5,0,58,5,5,226,left,3
15,16,243081,247775,248015,250,3621,4429,32,1,5,5,2,60,5,14,240,left,18
16,17,253153,257797,257997,250,3669,4381,42,1,4,4,0,60,4,12,200,right,18
17,18,263175,267887,268092,250,3591,4459,44,1,5,5,2,62,5,2,205,left,8
18,19,273197,277908,278097,250,3604,4446,28,1,4,4,10,72,4,14,189,right,5
19,20,283203,287796,287982,250,3720,4330,44,1,5,5,2,74,5,12,186,left,6
20,21,293225,297651,297854,250,3889,4161,25,1,4,4,0,74,4,14,203,right,6
21,22,303247,307690,0,250,3868,4182,36,0,5,,2,74,5,10,0,left,9
22,23,313319,317979,318175,250,3654,4396,28,1,4,4,10,84,4,12,196,right,14
23,24,323324,327901,328125,250,3733,4317,35,1,4,4,2,86,4,9,224,right,5
24,25,333380,338023,338232,250,3662,4388,50,1,5,5,10,96,5,4,209,left,15
25,26,343435,348162,348394,250,3585,4465,39,1,4,4,0,96,4,11,232,right,17
26,27,353491,357767,357971,250,4031,4019,36,1,5,5,10,106,5,6,204,left,12
27,28,363529,368223,368460,250,3620,4430,45,1,5,5,2,108,5,13,237,left,14
28,29,373602,378345,378564,250,3569,4481,36,1,4,4,0,108,4,11,219,right,6
29,30,383657,388017,388222,250,3946,4104,40,1,5,5,0,108,5,5,205,left,14
30,31,393696,398272,398486,250,3736,4314,45,1,4,4,10,118,4,11,214,right,10
31,32,403734,408029,408226,250,4008,4042,14,1,5,5,2,120,5,2,197,left,5
32,33,413723,418067,418251,250,3959,4091,24,1,4,4,10,130,4,2,184,right,19
33,34,423728,428005,428194,250,4033,4017,49,1,4,4,0,130,4,9,189,right,9
34,35,433767,438060,438266,250,4013,4037,36,1,4,4,2,132,4,5,206,right,18
35,36,443806,448266,448459,250,3857,4193,14,1,5,5,10,142,5,16,193,left,14
36,37,453811,458138,458363,250,3990,4060,21,1,4,4,0,142,4,16,225,right,19
37,38,463850,468494,468694,250,3662,4388,32,1,4,4,2,144,4,5,200,right,12
38,39,473889,478282,478453,250,3916,4134,39,1,4,4,10,154,4,8,171,right,18
39,40,483894,488321,0,250,3879,4171,13,0,5,,0,154,5,5,0,left,11
40,41,493933,498643,498839,250,3606,4444,10,1,5,5,10,164,5,15,196,left,4
41,42,503922,508381,508576,250,3849,4201,15,1,5,5,2,166,5,7,195,left,7
42,43,513927,518621,518841,250,3613,4437,25,1,5,5,0,166,5,6,220,left,18
43,44,523966,528626,528823,250,3657,4393,33,1,4,4,0,166,4,16,197,right,9
44,45,533988,538615,538807,250,3689,4361,24,1,5,5,2,168,5,15,192,left,17
45,46,543993,548687,548900,250,3613,4437,32,1,4,4,0,168,4,6,213,right,9
46,47,554032,558425,558652,250,3912,4138,33,1,4,4,2,170,4,4,227,right,18
47,48,564087,568631,568836,250,3774,4276,21,1,5,5,0,170,5,17,205,left,17
48,49,574109,578786,578992,250,3630,4420,38,1,4,4,2,172,4,6,206,right,12
49,50,584148,588558,0,250,3894,4156,39,0,5,,0,172,5,3,0,left,12
50,51,594220,598697,0,250,3838,4212,33,0,4,,10,172,4,14,0,right,11
51,52,604292,608903,609088,250,3699,4351,29,1,5,5,2,174,5,9,185,left,17
52,53,614298,618908,619101,250,3698,4352,35,1,5,5,10,184,5,7,193,left,5
53,54,624320,628980,0,250,3644,4406,42,0,5,,0,184,5,3,0,left,15
54,55,634392,638768,638963,250,3927,4123,50,1,4,4,10,194,4,2,195,right,8
55,56,644431,648807,649032,250,3933,4117,39,1,5,5,2,196,5,8,225,left,17
56,57,654486,659247,659443,250,3553,4497,12,1,4,4,10,206,4,13,196,right,11
57,58,664475,669152,669344,250,3630,4420,19,1,4,4,2,208,4,6,192,right,5
58,59,674480,679174,679400,250,3614,4436,38,1,5,5,10,218,5,7,226,left,14
59,60,684536,689079,689276,250,3768,4282,45,1,4,4,2,220,4,10,197,right,12
60,61,694558,699034,0,250,3838,4212,23,0,5,,0,220,5,13,0,left,5
61,62,704613,709340,709546,250,3588,4462,26,1,4,4,10,230,4,14,206,right,10
62,63,714635,718895,719080,250,4043,4007,17,1,5,5,0,230,5,2,185,left,7
63,64,724624,729268,729450,250,3674,4376,23,1,5,5,10,240,5,17,182,left,15
64,65,734613,738922,739132,250,3999,4051,13,1,4,4,10,250,4,7,210,right,11
65,66,744618,748961,749152,250,3968,4082,19,1,4,4,2,252,4,10,191,right,4
