,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,109133,113576,0,280,3867,4153,33,0,5,,10,0,5,39,0,left,47
1,2,119273,123648,123870,290,3908,4102,26,1,5,5,2,2,5,7,222,left,35
2,3,129277,133587,133774,300,3946,4054,11,1,5,5,10,12,5,5,187,left,7
3,4,139232,143926,144122,290,3598,4412,19,1,4,4,0,12,4,31,196,right,22
4,5,149238,153731,153947,280,3781,4239,19,1,4,4,10,22,4,3,216,right,31
5,6,159227,163670,163893,270,3844,4186,48,1,5,5,0,22,5,6,223,left,15
6,7,169299,173792,174037,260,3810,4230,32,1,4,4,2,24,4,12,245,right,36
7,8,179371,183647,183855,250,4030,4020,34,1,4,4,0,24,4,5,208,right,18
8,9,189410,194053,194282,250,3664,4386,11,1,5,5,10,34,5,6,229,left,16
9,10,199432,204126,204354,250,3611,4439,11,1,5,5,0,34,5,4,228,left,6
10,11,209454,214031,214280,250,3727,4323,38,1,4,4,2,36,4,3,249,right,6
11,12,219526,224153,224385,250,3684,4366,43,1,4,4,0,36,4,10,232,right,12
12,13,229582,234042,0,250,3854,4196,39,0,5,,10,36,5,13,0,left,7
13,14,239654,243997,244246,250,3962,4088,17,1,4,4,2,38,4,4,249,right,11
14,15,249710,254236,0,250,3783,4267,14,0,5,,0,38,5,8,0,left,17
15,16,259765,264158,264367,250,3912,4138,23,1,5,5,2,40,5,4,209,left,19
16,17,269787,274114,274330,250,3986,4064,41,1,4,4,0,40,4,12,216,right,10
17,18,279826,284136,0,250,3997,4053,13,0,5,,2,40,5,6,0,left,9
18,19,289865,294442,0,250,3726,4324,14,0,4,,10,40,4,2,0,right,4
19,20,299921,304364,304573,250,3872,4178,45,1,5,5,2,42,5,14,209,left,20
20,21,309959,314302,314500,250,3969,4081,21,1,4,4,0,42,4,11,198,right,5
21,22,319965,324258,324506,250,4011,4039,27,1,5,5,2,44,5,3,248,left,13
22,23,330020,334614,334804,250,3718,4332,33,1,4,4,10,54,4,11,190,right,6
23,24,340042,344419,344603,250,3937,4113,31,1,4,4,2,56,4,13,184,right,17
24,25,350065,354458,354669,250,3922,4128,16,1,5,5,10,66,5,14,211,left,19
