,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,141993,146703,146888,280,3606,4414,44,1,5,5,10,10,5,45,185,left,30
1,2,152048,156441,156696,270,3890,4140,42,1,5,5,2,12,5,2,255,left,39
2,3,162103,166580,166766,260,3829,4211,29,1,5,5,10,22,5,15,186,left,8
3,4,172142,176619,176794,250,3855,4195,19,1,4,4,0,22,4,31,175,right,38
4,5,182164,186641,186822,250,3841,4209,47,1,4,4,10,32,4,17,181,right,31
5,6,192203,196880,197099,250,3636,4414,41,1,5,5,0,32,5,12,219,left,36
6,7,202292,206802,206963,250,3802,4248,45,1,4,4,2,34,4,11,161,right,43
7,8,212280,216874,217101,250,3714,4336,42,1,4,4,0,34,4,7,227,right,5
8,9,222336,226779,226948,250,3866,4184,21,1,5,5,10,44,5,8,169,left,8
9,10,232324,236801,237003,250,3827,4223,30,1,5,5,0,44,5,3,202,left,12
10,11,242348,246906,247090,250,3774,4276,23,1,4,4,2,46,4,17,184,right,5
11,12,252368,256728,256914,250,3955,4095,33,1,4,4,0,46,4,14,186,right,10
12,13,262390,266967,267160,250,3730,4320,26,1,5,5,10,56,5,6,193,left,17
13,14,272396,276822,277011,250,3881,4169,16,1,4,4,2,58,4,6,189,right,8
14,15,282401,287062,287293,250,3642,4408,14,1,5,5,0,58,5,2,231,left,18
15,16,292440,296916,297081,250,3841,4209,24,1,5,5,2,60,5,16,165,left,20
16,17,302411,306971,307159,250,3757,4293,10,1,4,4,0,60,4,16,188,right,9
17,18,312400,316977,317142,250,3726,4324,13,1,5,5,2,62,5,2,165,left,7
18,19,322355,326815,326978,250,3852,4198,11,1,4,4,10,72,4,11,163,right,4
19,20,332310,336920,337083,250,3700,4350,22,1,5,5,2,74,5,9,163,left,5
20,21,342282,346692,346926,250,3896,4154,17,1,4,4,0,74,4,5,234,right,11
21,22,352338,356831,357008,250,3815,4235,21,1,5,5,2,76,5,7,177,left,17
22,23,362326,367070,367269,250,3570,4480,17,1,4,4,10,86,4,13,199,right,12
23,24,372331,376925,377093,250,3722,4328,11,1,4,4,2,88,4,15,168,right,16
24,25,382303,386980,387151,250,3635,4415,12,1,5,5,10,98,5,11,171,left,5
25,26,392275,396819,0,250,3759,4291,44,0,4,,0,98,4,2,0,right,4
26,27,402331,407024,407194,250,3624,4426,21,1,5,5,10,108,5,16,170,left,5
27,28,412319,417030,417259,250,3594,4456,39,1,5,5,2,110,5,4,229,left,12
28,29,422375,427052,427264,250,3635,4415,12,1,4,4,0,110,4,11,212,right,11
29,30,432380,436673,0,250,4021,4029,37,0,5,,0,110,5,13,0,left,5
30,31,442452,446812,446981,250,3947,4103,47,1,4,4,10,120,4,6,169,right,13
31,32,452457,457218,457427,250,3554,4496,32,1,5,5,2,122,5,14,209,left,3
32,33,462496,467173,467340,250,3627,4423,39,1,4,4,10,132,4,3,167,right,18
33,34,472501,477095,477303,250,3713,4337,23,1,4,4,0,132,4,6,208,right,11
34,35,482523,486983,487183,250,3850,4200,49,1,4,4,2,134,4,9,200,right,10
35,36,492562,497222,497392,250,3650,4400,34,1,5,5,10,144,5,9,170,left,18
36,37,502567,507244,0,250,3636,4414,43,0,4,,0,144,4,12,0,right,16
37,38,512639,517134,517339,250,3808,4242,27,1,4,4,2,146,4,2,205,right,7
38,39,522645,527088,527324,250,3872,4178,39,1,4,4,10,156,4,14,236,right,6
39,40,532717,537444,537658,250,3586,4464,40,1,5,5,0,156,5,12,214,left,11
40,41,542755,547466,547641,250,3598,4452,36,1,5,5,10,166,5,8,175,left,10
41,42,552761,557455,557633,250,3609,4441,40,1,5,5,2,168,5,2,178,left,14
42,43,562766,567209,0,250,3863,4187,20,0,5,,0,168,5,5,0,left,10
43,44,572821,577248,0,250,3886,4164,27,0,4,,0,168,4,12,0,right,13
44,45,582877,587220,587426,250,3975,4075,48,1,5,5,2,170,5,17,206,left,7
45,46,592932,597626,597858,250,3619,4431,17,1,4,4,0,170,4,12,232,right,18
46,47,602971,607514,607689,250,3770,4280,42,1,4,4,2,172,4,12,175,right,16
47,48,612976,617503,617742,250,3784,4266,16,1,5,5,0,172,5,10,239,left,8
48,49,623032,627658,627862,250,3687,4363,23,1,4,4,2,174,4,12,204,right,18
49,50,633054,637330,0,250,4033,4017,27,0,5,,0,174,5,8,0,left,11
50,51,643109,647736,647911,250,3685,4365,28,1,4,4,10,184,4,11,175,right,6
51,52,653098,657858,658047,250,3551,4499,45,1,5,5,2,186,5,10,189,left,6
52,53,663120,667680,667847,250,3743,4307,24,1,5,5,10,196,5,2,167,left,5
53,54,673108,677752,677971,250,3662,4388,18,1,5,5,0,196,5,5,219,left,9
54,55,683147,687707,687894,250,3756,4294,10,1,4,4,10,206,4,15,187,right,15
55,56,693136,697395,697613,250,4046,4004,36,1,5,5,2,208,5,4,218,left,7
56,57,703191,707617,707799,250,3885,4165,47,1,4,4,10,218,4,10,182,right,14
57,58,713196,717923,718087,250,3583,4467,18,1,4,4,2,220,4,9,164,right,3
58,59,723168,727745,727912,250,3741,4309,43,1,5,5,10,230,5,17,167,left,15
59,60,733173,737834,0,250,3655,4395,43,0,4,,2,230,4,15,0,right,6
60,61,743245,747638,0,250,3919,4131,10,0,5,,0,230,5,11,0,left,7
61,62,753284,757978,758152,250,3624,4426,27,1,4,4,10,240,4,17,174,right,7
62,63,763273,767716,767899,250,3862,4188,18,1,5,5,0,240,5,4,183,left,6
63,64,773261,778022,778199,250,3550,4500,29,1,5,5,10,250,5,10,177,left,15
64,65,783250,787960,788142,250,3607,4443,44,1,4,4,10,260,4,16,182,right,4
65,66,793255,797899,798065,250,3665,4385,12,1,4,4,2,262,4,8,166,right,6
