,Ant_time,CorrectAnswer,Fix_time,J_time,PicturePrime.ACC,PicturePrime.CRESP,PicturePrime.DurationError,PicturePrime.OnsetDelay,PicturePrime.OnsetTime,PicturePrime.RESP,PicturePrime.RT,PicturePrime.RTTime,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.DurationError,PictureTarget.OnsetDelay,PictureTarget.OnsetTime,PictureTarget.RESP,PictureTarget.RT,PictureTarget.RTTime,Prime,PrimePosition,Procedure,Running,SumPrize,Target,TargetPosition,Target_time,TrialList,TrialList.Cycle,TrialList.Sample,prize
0,4186,5,3834,13,1,,0,64,125764,,0,0,1,5,-999999,56,130257,5,230,130487,bigwinleft.bmp,left,TrialProc,TrialList,10,targetleft.bmp,left,280,1,1,1,10
1,4424,5,3606,46,1,,0,38,135853,,0,0,1,5,-999999,2,140530,5,222,140752,smallwinleft.bmp,left,TrialProc,TrialList,12,targetleft.bmp,left,270,2,1,2,2
2,4080,5,3960,41,1,,0,5,145875,,0,0,1,5,-999999,11,150217,5,198,150415,bigwinleft.bmp,left,TrialProc,TrialList,22,targetleft.bmp,left,260,3,1,3,10
3,4015,4,4035,44,1,,0,43,155931,,0,0,1,4,-999999,28,160240,4,205,160445,nowinright.bmp,right,TrialProc,TrialList,22,targetright.bmp,right,250,4,1,4,0
4,4252,4,3798,14,1,,0,23,166019,,0,0,1,4,-999999,7,170529,4,159,170688,bigwinright.bmp,right,TrialProc,TrialList,32,targetright.bmp,right,250,5,1,5,10
5,4159,5,3891,18,1,,0,37,176008,,0,0,1,5,-999999,16,180434,5,212,180646,nowinleft.bmp,left,TrialProc,TrialList,32,targetleft.bmp,left,250,6,1,6,0
6,4116,4,3934,43,1,,0,32,186046,,0,0,1,4,-999999,10,190423,4,189,190612,smallwinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,7,1,7,2
7,4120,4,3930,46,1,,0,7,196068,,0,0,1,4,-999999,6,200445,4,226,200671,nowinright.bmp,right,TrialProc,TrialList,34,targetright.bmp,right,250,8,1,8,0
8,4312,5,3738,50,1,,0,4,206124,,0,0,1,5,-999999,14,210701,5,11,210712,bigwinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,9,1,9,10
9,4021,5,4029,49,1,,0,17,215979,,0,0,1,5,-999999,4,220255,5,239,220494,nowinleft.bmp,left,TrialProc,TrialList,44,targetleft.bmp,left,250,10,1,10,0
