,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
45,46,940268,944912,945209,300,3622,4378,23,1,4,4,0,164,4,15,297,right,7
46,47,950324,954634,954906,300,3943,4057,27,1,4,4,2,166,4,2,272,right,11
47,48,960363,964622,964839,300,3996,4004,19,1,5,5,0,166,5,4,217,left,7
48,49,970335,975062,975259,300,3538,4462,42,1,4,4,2,168,4,14,197,right,15
49,50,980307,984750,0,300,3822,4178,16,0,5,,0,168,5,14,0,left,9
50,51,990362,994772,994966,300,3847,4153,38,1,4,4,10,178,4,6,194,right,17
51,52,1000334,1004661,0,300,3926,4074,44,0,5,,2,178,5,2,0,left,12
52,53,1010406,1015133,1015309,300,3533,4467,11,1,5,5,10,188,5,9,176,left,6
53,54,1020328,1024839,0,300,3742,4258,23,0,5,,0,188,5,2,0,left,6
54,55,1030384,1034877,1035062,300,3763,4237,32,1,4,4,10,198,4,5,185,right,11
55,56,1040355,1044749,1044949,300,3859,4141,15,1,5,5,2,200,5,2,200,left,18
56,57,1050294,1054670,1054867,300,3880,4120,24,1,4,4,10,210,4,5,197,right,17
57,58,1060249,1064527,1064754,300,3975,4025,35,1,4,4,2,212,4,2,227,right,9
58,59,1070238,1074714,1074902,300,3787,4213,26,1,5,5,10,222,5,12,188,left,15
59,60,1080193,1084453,1084654,300,3995,4005,21,1,4,4,2,224,4,4,201,right,7
60,61,1090165,1094775,0,300,3654,4346,26,0,5,,0,224,5,13,0,left,12
61,62,1100221,1104781,1104962,300,3700,4300,35,1,4,4,10,234,4,9,181,right,8
62,63,1110176,1114920,0,300,3521,4479,33,0,5,,0,234,5,14,0,left,15
63,64,1120248,1124942,1125137,300,3563,4437,27,1,5,5,10,244,5,6,195,left,17
64,65,1130203,1134546,1134746,300,3912,4088,28,1,4,4,10,254,4,4,200,right,6
65,66,1140159,1144502,1144752,300,3918,4082,38,1,4,4,2,256,4,10,250,right,6
