,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
40,41,536591,541367,541550,300,3507,4493,36,1,5,5,10,164,5,16,183,left,11
41,42,546595,550955,551184,300,3921,4079,28,1,5,5,2,166,5,13,229,left,14
42,43,556617,561345,0,300,3544,4456,28,0,5,,0,166,5,5,0,left,22
43,44,566722,571165,0,300,3835,4165,33,0,4,,0,166,4,11,0,right,22
44,45,576827,581520,581701,300,3583,4417,22,1,5,5,2,168,5,9,181,left,17
45,46,586782,591225,0,300,3829,4171,48,0,4,,0,168,4,5,0,right,12
46,47,596904,601229,601516,300,3960,4040,47,1,4,4,2,170,4,18,287,right,19
47,48,607025,611685,0,300,3620,4380,31,0,5,,0,170,5,12,0,left,20
48,49,617114,621891,622070,300,3503,4497,31,1,4,4,2,172,4,13,179,right,19
49,50,627085,631461,0,300,3907,4093,34,0,5,,0,172,5,16,0,left,19
50,51,637207,641900,642096,300,3590,4410,42,1,4,4,10,182,4,16,196,right,16
51,52,647228,651588,0,300,3915,4085,11,0,5,,2,182,5,7,0,left,24
52,53,657317,661927,662108,300,3675,4325,16,1,5,5,10,192,5,18,181,left,23
53,54,667288,671748,0,300,3828,4172,45,0,5,,0,192,5,21,0,left,17
54,55,677427,681936,682154,300,3764,4236,19,1,4,4,10,202,4,6,218,right,22
55,56,687431,692008,692195,300,3710,4290,34,1,5,5,2,204,5,19,187,left,14
56,57,697436,701929,702105,300,3792,4208,49,1,4,4,10,214,4,17,176,right,16
57,58,707441,711834,0,300,3885,4115,13,0,4,,2,214,4,11,0,right,18
58,59,717530,722023,722322,300,3791,4209,36,1,5,5,10,224,5,17,299,left,21
59,60,727651,732178,732375,300,3759,4241,47,1,4,4,2,226,4,18,197,right,14
60,61,737673,742400,0,300,3559,4441,11,0,5,,0,226,5,19,0,left,20
61,62,747778,752404,752595,300,3655,4345,41,1,4,4,10,236,4,14,191,right,23
62,63,757766,762309,0,300,3730,4270,33,0,5,,0,236,5,6,0,left,9
63,64,767871,772548,772729,300,3597,4403,40,1,5,5,10,246,5,7,181,left,17
64,65,777843,782520,0,300,3595,4405,35,0,4,,10,246,4,5,0,right,11
65,66,787948,792357,792549,300,3865,4135,28,1,4,4,2,248,4,7,192,right,16
