,TrialList,PicturePrime.OnsetTime,PictureTarget.OnsetTime,PictureTarget.RTTime,Target_time,Fix_time,Ant_time,J_time,PictureTarget.ACC,PictureTarget.CRESP,PictureTarget.RESP,prize,SumPrize,CorrectAnswer,PictureTarget.OnsetDelay,PictureTarget.RT,TargetPosition,PicturePrime.OnsetDelay
0,1,133585,138229,138464,280,3691,4329,15,1,5,5,10,10,5,64,235,left,46
1,2,143708,148134,148358,270,3868,4162,40,1,5,5,2,12,5,13,224,left,68
2,3,153746,158423,158636,260,3624,4416,18,1,5,5,10,22,5,10,213,left,10
3,4,163769,168195,168434,250,3901,4149,29,1,4,4,0,22,4,26,239,right,32
4,5,173858,178601,178814,250,3571,4479,12,1,4,4,10,32,4,13,213,right,22
5,6,183880,188607,188808,250,3590,4460,13,1,5,5,0,32,5,16,201,left,22
6,7,193918,198529,198736,250,3698,4352,31,1,4,4,2,34,4,8,207,right,37
7,8,203957,208317,208511,250,3951,4099,21,1,4,4,0,34,4,10,194,right,19
8,9,213963,218256,218447,250,4022,4028,49,1,5,5,10,44,5,14,191,left,13
9,10,224002,228712,228923,250,3608,4442,23,1,5,5,0,44,5,17,211,left,18
10,11,234024,238617,238810,250,3714,4336,35,1,4,4,2,46,4,6,193,right,10
11,12,244046,248673,248888,250,3690,4360,40,1,4,4,0,46,4,16,215,right,15
12,13,254085,258444,258630,250,3952,4098,23,1,5,5,10,56,5,10,186,left,10
13,14,264090,268701,268902,250,3692,4358,20,1,4,4,2,58,4,2,201,right,10
14,15,274112,278706,278932,250,3710,4340,39,1,5,5,0,58,5,3,226,left,13
15,16,284168,288678,288890,250,3808,4242,11,1,5,5,2,60,5,17,212,left,11
16,17,294173,298900,299106,250,3586,4464,20,1,4,4,0,60,4,12,206,right,5
17,18,304195,308739,308935,250,3766,4284,10,1,5,5,2,62,5,9,196,left,13
18,19,314184,318460,318653,250,4036,4014,43,1,4,4,10,72,4,11,193,right,7
19,20,324206,328532,328738,250,3979,4071,33,1,5,5,2,74,5,4,206,left,7
20,21,334245,338855,339066,250,3707,4343,46,1,4,4,0,74,4,16,211,right,17
21,22,344284,348593,348791,250,4006,4044,10,1,5,5,2,76,5,14,198,left,4
22,23,354272,358966,359175,250,3611,4439,48,1,4,4,10,86,4,4,209,right,6
23,24,364328,368587,368828,250,4050,4000,22,1,4,4,2,88,4,8,241,right,19
24,25,374384,378793,379006,250,3902,4148,17,1,5,5,10,98,5,10,213,left,12
25,26,384406,388832,389063,250,3879,4171,40,1,4,4,0,98,4,4,231,right,17
26,27,394461,398838,399039,250,3929,4121,28,1,5,5,10,108,5,5,201,left,10
